Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
46,SN00735550,Phorbol_12-myristate_13-acetate,Activates_protein_kinase_C_in_vivo_and_in_vitro;_strong_NO_promoter;_promotes_expression_of_iNOS_in_cultured_hepatocytes;T_lymphocyte_activator,-2.2515387669959646,1.9145645234939397,16.939003354004825
47,SN00766643,AT13387,HSP90_inhibitor,-2.2515387669959646,4.066089190457772,16.700246254867587
48,SN00742874,SMI-4a,PIM,-3.1844245711374275,3.1176950426697547,16.63825517601748
49,SN00750259,NVP-TAE684,ALK,-2.1202942337177118,1.9818526532897407,16.129530228484256
50,SN00734836,Emetine_dihydrochloride_hydrate,Apoptosis_inducer;_RNA-Protein_translation_inhibitor,-2.2515387669959646,1.9523335663696857,15.777709820856574
51,SN00750319,RAF265,"RAF,_VEGFR",-2.473931188332412,1.944858445807539,15.47151671712926
52,SN00742782,Dasatinib_(BMS-354825_Sprycel),Multi_Kinase_Inhibitors_(Bcr-Abl__SRC),-3.0588936890535687,2.341985747228616,15.355962645594023
53,SN00750197,17-DMAG,HSP90,-2.8365012677171206,3.7092906357233577,15.24712075567038
54,SN00844623,GSK1120212,MEK_Inhibitor,-3.0588936890535687,2.3645724322958563,15.022888935920879
55,SN00750302,Camptothecine,Topoisomerase,-2.395928676331139,3.980025300238734,14.953905835854181
56,SN00750280,SNS-032(BMS-387032),CDK,-2.1844245711374275,2.0036022366801953,14.802791112183609
57,SN00734561,Gabaculine_hydrochloride,GABA_transaminase_inhibitor;_conformationally_constrained_GABA_analog,-1.5994620704162712,2.5459683691052923,14.199900504970573
58,SN00750252,Hesperadin,Aurora_kinase,-2.473931188332412,2.0391383939069585,12.832171433327687
59,SN00734830,Mitoxantrone,DNA_synthesis_inhibitor,-2.8365012677171206,3.593353770980297,12.716761832873985
60,SN00750327,Deforolimus(MK-8669),mTOR,-2.0588936890535687,2.1342209397606333,12.67075050224055
61,SN00756212,SN_38,DNA_topoisomerase_I_inhibitor;_antitumor,-2.395928676331139,3.8845979209900645,12.29339401332504
62,SN00750330,Temsirolimus,mTOR,-2.321928094887362,2.1009776477248208,11.275916646060985
63,SN00750295,Dasatinib,"SRC,_Abl",-2.9434164716336326,2.424922088210688,11.235078029025715
64,SN00750341,VX-745,p38_MAPK,-2.5563933485243853,2.1210154009613658,11.129235721307875
65,SN00750326,Everolimus(RAD001),mTOR,-2.1202942337177118,2.169925001442312,11.006247837181078
66,SN00750405,Bortezomib,proteasome,-2.643856189774725,2.1634987322828794,10.863196907815428
67,SN00750231,PHA-793887,CDK,-2.321928094887362,3.840966704487421,10.687775468645548
68,SN00750343,KU-0063794,mTOR,-2.1202942337177118,2.1858665453113337,10.619121934307998
69,SN00737105,Doxorubicin_hydrochloride,"DNA_intercalant,",-2.473931188332412,3.779259720372376,10.383122710341501
70,SN00755827,Telenzepine_dihydrochloride,"Potent,_selective_M1_antagonist",-1.5994620704162712,2.8972404255747994,10.337768131149584
71,SN00742868,XL147_(SAR245408),PI3K,-2.8365012677171206,3.4620523187964327,10.321573128037754
72,SN00750398,17-AAG(Geldanamycin),HSP90,-2.395928676331139,3.7845039829295666,9.786428761259714
73,SN00765800,Garcinol,HAT_inhibitor,-2.9434164716336326,3.1969217338203295,9.66909222439463
74,SN00737621,Josamycin,Ribosomal_protein_synthesis_inhibitor,-1.6896598793878495,2.702657543390911,9.521582231008919
75,SN00750484,Mitoxantrone,Topoisomerase,-2.643856189774725,3.6241008946281146,9.333239200150267
76,SN00737094,Mitoxantrone_dihydrochloride,DNA_topoisomerase_II_inhibitor,-2.473931188332412,3.7311832415722,9.271753830019923
77,SN00750316,WYE-354,mTOR,-2.736965594166206,2.3015876466031866,9.241098938052165
78,SN00737497,Spironolactone,Aldosterone_antagonist,-2.9434164716336326,3.1160319934471103,9.022920766220562
79,SN00735054,L-Cysteinesulfinic_Acid,Putative_excitatory_amino_acid_neurotransmitter,-2.8365012677171206,3.372952097911829,8.980841359095741
80,SN00735381,TTNPB,"RAR-alpha,_beta,_gamma",-2.2515387669959646,2.2141248053528475,8.864986964286677
81,SN00742855,CHIR-258_(TKI258__Dovitinib),Multi_Kinase_Inhibitors_(CKit__FGFR__FLT3__FMS__PDGFR__VEGFR),-2.9434164716336326,3.0908534304511135,8.8604945847631
82,SN00737339,Bretylium_tosylate,Noradrenaline_release_inhibitor,-2.9434164716336326,3.089159131911238,8.850224624093741
83,SN00750232,Flavopiridol(Alvocidib),CDK,-2.736965594166206,3.503348735167504,8.81519400826447
84,SN00735282,Imipenem_monohydrate,broad_spectrum_beta-lactam_antibiotic,-2.9434164716336326,3.0806576633452254,8.799949426861575
85,SN00737860,Flurandrenolide,NA,-2,2.344828496997441,8.69501143961553
86,SN00735459,IRAK-1/4_Inhibitor_I,A_novel_benzimidazole_that_is_a_potent_inhibitor_of_interleukin-1_receptor-associated_kinases_1/4_(IRAK_1/4),-1.7858751946471527,2.582556003014061,8.692472224803772
87,SN00750391,NVP-BEP800,HSP90,-2.1844245711374275,3.76659516172927,8.668044438503074
88,SN00844621,Dinaciclib,CDK9_Inhibitor,-2.9434164716336326,3.0496307677246004,8.634241204852735
89,SN00735663,Piroxicam,Cyclooxygenase_(COX)_inhibitor,-2.9434164716336326,3.017921907997262,8.493722884828076
90,SN00756108,Clofarabine,Deoxycytidine_kinase_(dCK)_substrate,-2.395928676331139,3.725741156503952,8.449945060907107
91,SN00742866,LY294002,PI3K,-2.9434164716336326,3,8.42719354141077
92,SN00737516,Pranoprofen,NA,-2.9434164716336326,2.942983598187102,8.277466073218491
93,SN00755926,RITA,p53-MDM2_interaction_inhibitor;_antitumor,-2.395928676331139,3.71699089440494,8.25949407542829
94,SN00737301,"Hydroxytacrine_maleate_(R,S)",Acetylcholine_esterase_inhibitor,-2.9434164716336326,2.910732661902913,8.234500637268546
95,SN00735632,Flutamide,Non-steroidal_anti-androgen,-2.9434164716336326,2.851998837112446,8.233707034502526
96,SN00756157,SB_221284,"Potent,_selective_5-HT2C/2B_antagonist",-2.9434164716336326,2.867896463992655,8.224051680665111
97,SN00737108,Alizapride_HCl,NA,-2.736965594166206,3.460742563789644,8.114488250748005
98,SN00742768,BEZ-235_(NVP-BEZ235),PI3K__mTOR,-2.321928094887362,2.2418401835646704,7.963482549280746
99,SN00750361,GDC-0941,PI3K,-2.395928676331139,2.2418401835646704,7.8790906066501725
100,SN00734615,1-(m-Chlorophenyl)-biguanide_hydrochloride,5-HT3_serotonergic_receptor_agonist,-2.736965594166206,3.440952198029637,7.806911350008786
101,SN00735468,"Urapidil,_5-Methyl-",Selective_alpha1A_adrenoceptor_antagonist;_antihypertensive,-2.8365012677171206,3.2764966656403565,7.788839466699897
102,SN00756231,CGP_55845,"Potent,_selective_GABAB_antagonist",-2.1202942337177118,2.3161457422933562,7.731509183047335
103,SN00735178,Ribavirin,"Antiviral_agent;_its_metabolite,_ribavirin_5`-phosphate,_is_an_inhibitor_of_inosine_monophosphate_(IMP)_dehydrogenase",-1.7858751946471527,2.6622054996536164,7.658111089063434
104,SN00756214,Dexamethasone,Anti-inflammatory_glucocorticoid,-2.0588936890535687,2.356143810225275,7.649752573373102
105,SN00756242,DuP_697,Cyclooxygenase-2_(COX-2)_inhibitor,-1.7858751946471527,2.6644828403646827,7.631240783007293
106,SN00750194,Adriamycin,Topoisomerase,-2.321928094887362,3.7059779016825223,7.593228715880437
107,SN00750487,PI-103,"PI3K,_mTOR",-2.5563933485243853,2.289834465177509,7.513675504714387
108,SN00750338,IC-87114,PI3K,-2,2.411426245726465,7.426279247612774
109,SN00737875,Ethotoin,NA,-2.5563933485243853,3.584962500721156,7.256355914799418
110,SN00755996,Splitomicin,Sir2p_inhibitor,-1.7369655941662063,2.823749360308273,7.228548049103682
111,SN00735121,1-(4-Hydroxybenzyl)imidazole-2-thiol,Dopamine_beta-hydroxylase_inhibitor,-1.7369655941662063,2.853995647176393,7.018550132356906
112,SN00756151,AM580,Retinoic_acid_analog;_RARalpha_agonist,-2.643856189774725,2.3645724322958563,6.981914681616153
113,SN00735157,N-Methyl-beta-carboline-3-carboxamide,GABA-A_receptor_antagonist,-2.8365012677171206,3.1906148602094975,6.954471360946652
114,SN00734841,PD-166285_hydrate,"Src,_FGFR",-2.8365012677171206,2.613531652917927,6.893039138686923
115,SN00750328,Enzastaurin,PKC,-1.7369655941662063,2.877744249949002,6.872250586488023
116,SN00750303,AZD1480,JAK,-2,2.4462562298895643,6.813946951816318
117,SN00735535,PD-161570,PD-161570_is_an_inhibitor_of_human_FGF-1_receptor_tyrosine_kinase,-2.8365012677171206,2.62760683812965,6.779682541724978
118,SN00737372,Pyrvinium_pamoate,metabolic_inhibitor,-2.8365012677171206,3.160274831408593,6.710816174089706
119,SN00738018,Florfenicol,Protein_synthesis_inhibitor,-2.8365012677171206,3.160274831408593,6.710816174089706
120,SN00735010,BW_284c51,Selective_acetylcholinesterase_inhibitor,-2.736965594166206,3.3589588258323295,6.653549909398169
121,SN00750403,ABT-888,PARP,-1.8365012677171204,2.657640005207824,6.6321919543934555
122,SN00737249,Oxytetracycline_dihydrate,Ribosomal_protein_synthesis_inhibitor,-2.8365012677171206,3.1489341045263393,6.6265919390229255
123,SN00742843,KU0063794,mTOR,-2.395928676331139,2.304511041809953,6.612245210798698
124,SN00742856,S6K-18,S6K,-2.8365012677171206,3.145677455195635,6.603094776571684
125,SN00737361,Rimexolone,Glucocorticoid_receptor_agonist,-2.0588936890535687,2.414135532984451,6.572964921618637
126,SN00735160,ATPA,Selective_kainate_glutamate_receptor_agonist,-2.8365012677171206,3.137503523749935,6.545472955120421
127,SN00742851,ZSTK474,PI3K,-2.643856189774725,2.3950627995175777,6.495698493949465
128,SN00756256,RS_504393,Highly_selective_CCR2_chemokine_receptor_antagonist,-1.8889686876112561,2.5921580021253603,6.435692975855296
129,SN00735496,S-(4-Nitrobenzyl)-6-thioguanosine,Potent_adenosine_transport_inhibitor,-1.7858751946471527,2.7845039829295666,6.427858493132385
130,SN00750396,BMS-708163,gamma-secretase,-2.1202942337177118,2.3840498067951597,6.421477962617633
131,SN00737293,Perhexiline_maleate,Ca2+_blocking_agent,-2.8365012677171206,3.1127001327493624,6.382477546173252
132,SN00737707,Fludrocortisone_acetate,NA,-2,2.4724877714627436,6.375995705218111
133,SN00742871,INCB018424_(Ruxolitinib),JAK1__JAK2,-2.8365012677171206,3.1093605594042306,6.361893752974825
134,SN00755470,Fluvoxamine_maleate,5-HT_re-uptake_inhibitor,-1.7369655941662063,3.1210154009613658,6.315105212856552
135,SN00737445,Temozolomide,"alkylate_DNA,_particuliary_the_N-7_or_O-6_positions_of_guanine_residues",-2.8365012677171206,3.097610796626422,6.292042605830615
136,SN00737543,Zopiclone,NA,-2.8365012677171206,3.0806576633452254,6.198310669803166
137,SN00755507,Cytochalasin_D,Disrupts_actin_filament_function,-2.8365012677171206,2.722466024471091,6.165490146732273
138,SN00756454,PK_11195,Antagonist_at_peripheral_benzodiazepine_receptors,-1.7858751946471527,2.8196681834964554,6.1543794547315835
139,SN00734784,Thioridazine_hydrochloride,Dopamine_receptor_antagonist;_Ca2+_channel_antagonist;_antipsychotic,-1.8365012677171204,3.4222330006830477,6.141105581711599
140,SN00755979,1-EBIO,Activator_of_epithelial_Kca_channels,-2.8365012677171206,3.0652276227756188,6.120241888443513
141,SN00742751,ABT-737,Bcl-2,-2.8365012677171206,3.0565835283663674,6.0795229554589145
142,SN00737756,Ketoconazole,"Cytochrome_P450c17_inhibitor,_Sterol_14-demethylase_inhibitor",-2.8365012677171206,3.05484847699562,6.0716108187266515
143,SN00756458,CV_1808,Non-selective_adenosine_A2_receptor_agonist,-2.5563933485243853,3.5172756932095814,6.065639880901742
144,SN00735222,SMER28,Small_molecule_modulator_of_mammalian_autophagy,-2.736965594166206,3.3088850574117634,6.045034883981541
145,SN00737848,Isoflupredone_acetate,NA,-1.9434164716336324,2.5533605033353277,6.019043012390559
146,SN00742754,Vargatef__(BIBF_1120__Intedanib),Multi_Kinase_Inhibitor_(VEGF__PDGFR_and_FGFR),-2.8365012677171206,3.0303360783709588,5.969155116547027
147,SN00737840,Dirithromycin,Ribosomal_protein_synthesis_inhibitor,-2.736965594166206,3.3015876466031866,5.962422010295167
148,SN00735491,Budesonide,Anti-inflammatory_glucocorticoid,-2.321928094887362,2.341985747228616,5.958342720637866
149,SN00766656,(+)JQ1/SGCBD01,BET_Bromodomains_inhibitor,-2.8365012677171206,3.0250287944915226,5.949265799953416
150,SN00750329,Rapamycin(Sirolimus),mTOR,-2.2515387669959646,2.3589588258323295,5.8941587252549565
151,SN00737985,Pindolol,Beta_adrenergic_antagonist,-2.8365012677171206,2.790772037862,5.884759021325584
152,SN00737450,Oxandrolone,reverses_catabolic_tissue_processes;_promotes_buildup_of_protein;_increases_erythropoietin_production,-2.8365012677171206,3.0036022366801953,5.877270913572408
153,SN00734576,ABT-418_hydrochloride,Neuronal_nicotinic_acetylcholine_receptor_agonist_with_cognition_enhancing_and_anxiolytic_activities,-2.8365012677171206,3,5.866473872538314
154,SN00734812,Topotecan_hydrochloride_hydrate,Topetecan_is_a_topoisomerase_I_inhibitor_and_an_apoptosis_inducer_It_is_a_potent_antineoplastic_agent,-2.321928094887362,3.6182386555954547,5.865089883186721
155,SN00765833,Suraminá6Na,SIRT1_inhibitor,-2.736965594166206,3.292781749227846,5.864787064400769
156,SN00750386,CUDC-101,"HDAC,_EGFR,_HER2",-2.8365012677171206,2.7990873060740036,5.859818428169504
157,SN00735654,Sulfaphenazole,Antibacterial;_inhibitor_of_cytochrome_P4502C_enzymes,-2.8365012677171206,2.9945797242157473,5.850936404154615
158,SN00737769,Suloctidil,NA,-2.8365012677171206,2.992768430768924,5.8459340950590875
159,SN00750324,Vinorelbine(Navelbine),p38_MAPK,-2.473931188332412,2.3589588258323295,5.798393400338083
160,SN00734436,Pentolinium_di[L(+)-tartrate],Peripheral_ganglionic_nicotinic_acetylcholine_receptor_antagonist,-2.736965594166206,3.2854022188622483,5.7846980380313155
161,SN00735583,Caffeic_Acid,Antioxidant;_inhibits_the_synthesis_of_leukotrienes_that_are_involved_in_immunoregulation_and_inflammation,-2.8365012677171206,2.833902076669163,5.7771592172459165
162,SN00737561,Etoricoxib,cyclooxygenase_inhibitor,-2.8365012677171206,2.9523335663696857,5.759022283328634
163,SN00737120,Vancomycin_hydrochloride,Bacterial_mucopeptide_biosynthesis_inhibitor,-2.8365012677171206,2.845991770664573,5.756674016387935
164,SN00735519,PD173952,PD173952_is_a_Src_family_kinase_inhibitor,-2.8365012677171206,2.927896453728821,5.7294731989379715
165,SN00756121,"1,3-Dipropyl-8-phenylxanthine",A1_selective_antagonist,-2.8365012677171206,2.918386234446348,5.722652807578712
166,SN00737383,Nicorandil,NA,-2.8365012677171206,2.918386234446348,5.722652807578712
167,SN00756144,m-3M3FBS,Phospholipase_C_activator,-2.8365012677171206,2.9164766444377164,5.721599385069413
168,SN00736981,Bromhexine_hydrochloride,NA,-2.736965594166206,3.2794712956444676,5.72147473017974
169,SN00734998,Neostigmine_bromide,Reversible_acetylcholinesterase_inhibitor,-2.8365012677171206,2.9145645234939397,5.720650480571437
170,SN00738022,Aminocaproic_acid,Plasmin_inhibitor,-2.736965594166206,3.277984747299765,5.705788022854474
171,SN00735116,Supercinnamaldehyde,Transient_receptor_potential_ankyrin_1_(TRPA1)_receptor_activator;_covalently_modifies_cysteines_to_acitvate_channel,-2.5563933485243853,3.494415610397496,5.6934962966920075
172,SN00737604,Cladribine,inhibits_the_enzyme_adenosine_deaminase,-2.5563933485243853,3.494415610397496,5.6934962966920075
173,SN00735105,L-alpha-Methyl-p-tyrosine,Tyrosine_hydroxylase_inhibitor,-1.7858751946471527,3.2448870591235344,5.684716742002986
174,SN00742756,AZD7762,CHK,-2.2515387669959646,2.372952097911829,5.639341994598704
175,SN00750240,AZD8330,MEK,-2.736965594166206,2.560714954474479,5.6089876571249455
176,SN00750181,ITF2357,HDAC,-2.736965594166206,2.560714954474479,5.6089876571249455
177,SN00742878,GNE-490,pan-PI3K,-2.643856189774725,2.4594316186372973,5.557736357253004
178,SN00737891,Sulfadimethoxine,Inhibitor_of_folic_acid_biosynthesis,-2.5563933485243853,3.4841381312016693,5.531123429108931
179,SN00742767,AT-7519,CDK,-2.473931188332412,2.3757345385831563,5.511287899895615
180,SN00756274,DAPT,gamma-secretase_inhibitor,-2.1844245711374275,2.408711861029429,5.420223234630994
181,SN00735445,"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",Specific_estrogen_receptor_alpha_(ERalpha)_agonist,-1.7858751946471527,3.1731274334806563,5.396355515852478
182,SN00737628,Ornidazole,Bacterial_DNA_damage,-1.8365012677171204,2.782408564927373,5.395018755797936
183,SN00735028,cis-4-Aminocrotonic_acid,GABA-C_receptor_agonist,-2.1844245711374275,3.595742339474399,5.319951336045737
184,SN00737590,Oxibendazol,NA,-2.5563933485243853,3.4698859762744636,5.311022076213227
185,SN00736885,Cromolyn_disodium_salt,NA,-1.7858751946471527,3.0071955014042038,5.301211982002389
186,SN00755776,Riluzole_hydrochloride,Glutamate_release_inhibitor/GABA_uptake_inhibitor,-2.736965594166206,3.237257770900372,5.300937273216176
187,SN00755904,Cabergoline,Selective_D2-like_agonist,-2.736965594166206,3.2357270598380583,5.286658599203517
188,SN00750168,R406,Syk,-2.1844245711374275,2.4168397419128294,5.280657757534169
189,SN00734496,NADPH_tetrasodium,"Cofactor_for_many_enzymes,_including_nitric_oxide_synthase",-1.7858751946471527,3.102658131363739,5.25844701193299
190,SN00742830,GDC-0941,PI3K,-2.321928094887362,2.3812833725037836,5.250938410106143
191,SN00735228,S(-)-Atenolol,beta1_adrenoceptor_antagonist,-1.7858751946471527,3.04788732939655,5.250680432769445
192,SN00755950,NSC_663284,"Potent,_selective_Cdc25_phosphatase_inhibitor",-1.8889686876112561,2.700439718141092,5.15754630993728
193,SN00736920,Dolasetron_mesilate,5-HT3_antagonist,-1.8365012677171204,2.8135246892978105,5.156781571591461
194,SN00737867,Suxibuzone,NA,-2.643856189774725,3.3645724322958563,5.087201326326367
195,SN00735073,"1,10-Diaminodecane",Inverse_agonist_at_the_polyamine_recognition_site_of_the_NMDA_glutamate_receptors,-2.643856189774725,3.363171077119244,5.069574053579423
196,SN00737973,Digoxigenin,Mainly_used_as_a_non-isotopic_label_for_DNA,-2.0588936890535687,2.5058909297299574,5.068400685592731
197,SN00756110,"ICI-162,846","Potent_H2_antagonist,_active_in_vivo",-2.643856189774725,3.3603642765434705,5.03443925061594
198,SN00735501,Dofetilide,Dofetilide_is_a_Class_III_antiarrhythmic_and_hERG_channel_blocker_Dofetilide_selectively_blocks_the_rapid_component_of_the_delayed_rectifier_outward_potassium_current_(IKr),-1.9434164716336324,2.62993940943954,5.013586518283933
199,SN00735477,Forskolin,Activates_adenylate_cyclase;_antihypertensive_and_vasodilator;_isolated_from_Coleus_forskohlii,-2.395928676331139,2.3950627995175777,4.98290265362458
200,SN00750375,JNJ_26854165,p53,-2.321928094887362,3.568032104771279,4.9765870265279375
201,SN00756318,Fluticasone_propionate,Selective_high_affinity_glucocorticoid_agonist,-2.0588936890535687,2.513490745588118,4.954726246602413
202,SN00736842,Ketanserin_tartrate_hydrate,"5-HT2_antagonist,_5-HT1_antagonist,_5-HT2A_antagonist",-2.736965594166206,3.1969217338203295,4.947363815049511
203,SN00750334,Clofarabine,ribonucleotide_reductase,-2.395928676331139,3.5434958834257717,4.941617785923613
204,SN00742848,GNE-493,Pan-PI3K,-2.5563933485243853,2.4436066514756147,4.939341891326765
205,SN00735464,R(+)-Butylindazone,"Potent_[K+,_Cl-]-cotransport_inhibitor_that_shows_no_side_effects_on_the_bumetanimide-sensitive_[Na+,_K+,_Cl-]-cotransport_system",-2.2515387669959646,2.414135532984451,4.922328987065635
206,SN00756037,DPN,Highly_potent_ERbeta_agonist,-1.8365012677171204,2.853995647176393,4.8889114152330535
207,SN00737922,Bendroflumethiazide,Na+_Cl-_transport_inhibitor,-2.736965594166206,3.189033824390017,4.8837340192992205
208,SN00756531,Nifedipine,Ca2+_channel_blocker_(L-type),-2.395928676331139,3.5397791916984938,4.880086866256968
209,SN00756027,CNQX,Potent_AMPA/kainate_antagonist,-2.736965594166206,3.1842802944193824,4.846259431046406
210,SN00756175,SDZ_WAG_994,"Potent,_selective_A1_agonist",-1.8365012677171204,2.867896463992655,4.8078589090583455
211,SN00734743,Labetalol_hydrochloride,Competitive_beta-adrenoceptor_antagonist,-2.736965594166206,3.176322772640463,4.784992103959986
212,SN00735114,CP-101537,"CP-101537_is_a_MMP_inhibitor,_candidate_drug_for_myocardial_infarction_therapy,_and_antibacterial",-2.643856189774725,3.339137384919585,4.776120660288732
213,SN00737457,4-aminosalicylic_acid,NF-kB_inhibitor,-2.736965594166206,2.655351828612554,4.7677288983382144
214,SN00756487,FGIN-1-27,"Potent,_specific_ligand_for_mitochondrial_DBI_receptor",-2,2.582556003014061,4.755780203071749
215,SN00735571,Ethosuximide,Inhibits_voltage-gated_sodium_channels;_used_for_the_treatment_of_absence-type_seizures,-1.9434164716336324,2.655351828612554,4.717495190584829
216,SN00750264,AZD7762,CHK,-2.1202942337177118,2.4854268271702415,4.714404099515262
217,SN00765846,MS-275,HDAC,-2.5563933485243853,2.4594316186372973,4.713312026076129
218,SN00734447,L(-)-Norepinephrine_bitartrate,"alpha,_beta1",-2.643856189774725,3.333423733725192,4.708819946146525
219,SN00756241,Forskolin,Adenylyl_cyclase_activator,-1.8365012677171204,2.8875252707415875,4.70294681002922
220,SN00735060,L-2-aminoadipic_acid,Glutamine_synthetase_inhibitor,-2.321928094887362,3.5496691707264905,4.6698687124504215
221,SN00750308,AZD6482,PI3K,-1.8889686876112561,2.752748591407134,4.661849638878428
222,SN00737374,Prednicarbate,Glucocorticoid_receptor_agonist,-1.9434164716336324,2.6622054996536164,4.640845206496511
223,SN00750318,BMS_777607,c-Met,-1.8365012677171204,2.903038270112912,4.627934230955466
224,SN00736879,Monensin_sodium_salt,Performs_membrane_ionophores,-2.2515387669959646,2.4329594072761065,4.610972752015035
225,SN00750293,Quercetin(Sophoretin),"PI3K,PKC,_Src",-1.8365012677171204,2.9068905956085187,4.610387699026104
226,SN00734439,(±)-Metoprolol_(+)-tartrate,Beta1-Adrenoceptor_antagonist,-2.643856189774725,3.323370069061269,4.592696044840517
