Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
36,SN00765828,BIX-01294,Histone_methyl_transferase_inhibitor,-4.058893689053568,1.0976107966264224,39.56889997665896
37,SN00742865,TG101209,JAK2,-4.321928094887363,1.9373443921502325,39.54673606094033
38,SN00742756,AZD7762,CHK,-4.321928094887363,2,39.39865986014984
39,SN00750430,ABT-263(Navitoclax),Bcl-2,-4.321928094887363,2.032100843167024,39.34642840581303
40,SN00737759,Niclosamide,Helmintic_DNA_damage,-2.736965594166206,0.6040713236688608,38.31880387730302
41,SN00750382,MGCD0103(Mocetinostat),HDAC,-2.9434164716336326,0.6040713236688608,37.58925784055687
42,SN00765817,M-344,HDAC_inhibitor,-3.8365012677171206,0.9335726382610239,37.46805660847837
43,SN00765831,Oxamflatin,HDAC_inhibitor,-3.8365012677171206,0.9560566524124029,36.98708187453238
44,SN00765846,MS-275,HDAC,-3.473931188332412,0.7484612330040356,36.060368314726176
45,SN00755744,Doxorubicin_hydrochloride,Antitumor_antibiotic_agent._Inhibits_DNA_topoisomerase_II,-3.1844245711374275,4.486714373030702,35.19214154811715
46,SN00737116,Daunorubicin_hydrochloride,DNA_intercaling,-3.473931188332412,4.1440463696167065,34.73773698302581
47,SN00750194,Adriamycin,Topoisomerase,-3.1844245711374275,4.443606651475615,33.93670142644776
48,SN00756203,IMD_0354,Inhibitor_of_IKK-2,-2.643856189774725,0.7739963251111731,33.347536124690336
49,SN00735661,Niclosamide,Protonophoric_anthelmintic;_uncouples_oxidative_phosphorylation,-3.473931188332412,0.8639384504239717,33.07239648620329
50,SN00765855,SB939,HDAC,-4.058893689053568,1.6182386555954547,32.51766181507342
51,SN00750406,LBH-589(Panobinostat),HDAC,-3.473931188332412,0.8875252707415875,32.48757299596358
52,SN00742799,Akt-I-1_(Akti-1),Akt/PKB,-0.9714308478032291,2.1731274334806563,31.880090334631404
53,SN00750381,JNJ-26481585,HDAC,-3.473931188332412,0.925999418556223,31.55217767799786
54,SN00750420,TW-37,Bcl-2,-3.321928094887362,0.8953026213333067,30.652726544490083
55,SN00765841,JNJ-26481585,HDAC,-4.058893689053568,1.8797057662822882,30.56526800195094
56,SN00750312,AZD8055,mTOR,-2.5563933485243853,0.9107326619029126,29.763713973745244
57,SN00755742,Daunorubicin_hydrochloride,RNA_synthesis_inhibitor,-2.9434164716336326,4.510329019490572,29.48966806998271
58,SN00750376,SB939,HDAC,-3.643856189774725,1.144046369616707,29.406719583634455
59,SN00742830,GDC-0941,PI3K,-2.321928094887362,1.063502942306158,27.579962170416493
60,SN00756274,DAPT,gamma-secretase_inhibitor,-2.1202942337177118,1.1634987322828796,27.51063263197495
61,SN00737653,"Camptothecine_(S,+)",Topoisomerase_I_inhibitor,-3.1844245711374275,4.18824265626441,27.09185186868819
62,SN00750197,17-DMAG,HSP90,-3.1844245711374275,4.182692297516191,26.954330307455127
63,SN00765844,Trichostatin_A,HDAC,-3.8365012677171206,1.5993177936982261,26.553894913525504
64,SN00750181,ITF2357,HDAC,-3.1844245711374275,1.0285691521967708,26.237324690826476
65,SN00755915,Malonoben,Oxidative_phosphorylation_uncoupler,-2.736965594166206,1,26.17410630672269
66,SN00756212,SN_38,DNA_topoisomerase_I_inhibitor;_antitumor,-3.473931188332412,3.643856189774725,23.680106122585634
67,SN00756532,Camptothecin,DNA_topoisomerase_inhibitor,-2.5563933485243853,4.575312330687437,23.63598355645691
68,SN00750259,NVP-TAE684,ALK,-3.8365012677171206,1.9523335663696857,23.560875330056223
69,SN00750343,KU-0063794,mTOR,-2.395928676331139,1.1826922975161902,23.41762810074334
70,SN00750372,Belinostat(PXD101),HDAC,-3.321928094887362,1.2141248053528473,23.323101604467833
71,SN00734496,NADPH_tetrasodium,"Cofactor_for_many_enzymes,_including_nitric_oxide_synthase",-1,2.6205864104518777,23.25280400285994
72,SN00750264,AZD7762,CHK,-3.8365012677171206,2.0107798387532427,23.25219186951168
73,SN00756080,Brefeldin_A,Disrupts_protein_translocation_to_Golgi,-2.8365012677171206,1.1043366598147355,23.228338196533535
74,SN00742843,KU0063794,mTOR,-2.643856189774725,1.1243281350022019,23.19287935471346
75,SN00737410,Meropenem,Peptidoglycan_synthesis_inhibitor,-1.15200309344505,2.3305584000308026,22.992241139507207
76,SN00750405,Bortezomib,proteasome,-3.8365012677171206,2.1176950426697547,22.82488591675543
77,SN00750240,AZD8330,MEK,-3.8365012677171206,2.232660756790275,22.563599734302624
78,SN00750256,Neratinib,"HER2,_EGFR",-2.2515387669959646,1.3161457422933565,21.477559564605993
79,SN00755926,RITA,p53-MDM2_interaction_inhibitor;_antitumor,-3.1844245711374275,3.9240998856407416,21.077883330353664
80,SN00742881,TG101348,JAK2,-3.643856189774725,1.7004397181410922,20.943729036495
81,SN00735670,(S)-(+)-Camptothecin,DNA_topoisomerase_I_inhibitor,-2.8365012677171206,4.268284666520996,20.84268618668746
82,SN00735255,Brefeldin_A_from_Penicillium_brefeldianum,Fungal_metabolite_that_disrupts_the_structure_and_function_of_the_Golgi_apparatus,-2.643856189774725,1.2265085298086797,20.590350953399614
83,SN00738002,Rolipram,Phosphodiesterase_inhibitor,-1.1844245711374275,2.430285272977781,20.416881657896642
84,SN00765857,AR-42,HDAC,-3.643856189774725,1.765534746362977,20.267934382680238
85,SN00735028,cis-4-Aminocrotonic_acid,GABA-C_receptor_agonist,-2.9434164716336326,4.148120631123964,20.266853311567857
86,SN00735552,Thapsigargin,"Potent,_cell-permeable,_IP3-independent_intracellular_calcium_releaser",-3.473931188332412,1.5260688116675876,19.940227692606754
87,SN00737939,Sulfamonomethoxine,Inhibitor_of_folic_acid_synthesis,-1.8889686876112561,1.6088092426755238,19.777740526313263
88,SN00734952,Dequalinium_chloride_hydrate,Selective_blocker_of_apamin-sensitive_K+_channels,-2.473931188332412,1.298658315564515,19.762070403930046
89,SN00735257,Tyrphostin_A9,Selective_PDGF_tyrosine_kinase_receptor_inhibitor,-2.736965594166206,1.2509615735332187,19.73749262698102
90,SN00734532,Sunitinib_malate,"Sunitinib_malate_is_a_receptor_tyrosine_kinase_inhibitor,_which_targets_VEGF-R1,_VEGF-R2,_VEGF-R3,_PDGF-Ra,_PDGF-R§,_KIT,_FLT3,_CSF-1R,_and_RET_Sunitinib_malate_is_an_anticancer_drug",-2.321928094887362,1.3840498067951597,18.993619574770825
91,SN00742768,BEZ-235_(NVP-BEZ235),PI3K__mTOR,-2.395928676331139,1.3617683594191534,18.84076284156518
92,SN00750163,Sunitinib_Malate,"FLT3,_PDGF,_VEGFR,_Kit",-2.473931188332412,1.3448284969974411,18.640701578388313
93,SN00750375,JNJ_26854165,p53,-2.1844245711374275,4.540399305630624,18.527685877064354
94,SN00735189,Ellipticine,Cytochrome_P450_(CYP1A1)and_DNA_topoisomerase_II_inhibitor,-2.736965594166206,4.24412594328373,18.414812564280567
95,SN00735128,Stattic,Irreversible_STAT3_activation_inhibitor,-2.8365012677171206,1.3161457422933565,18.210313465456945
96,SN00756108,Clofarabine,Deoxycytidine_kinase_(dCK)_substrate,-3.0588936890535687,3.920293300211007,17.978031184207275
97,SN00750262,PF-2341066,"c-Met,_ALK",-2.1844245711374275,1.4956951626240689,17.88205358356348
98,SN00750429,ABT-737,Bcl-2,-3.643856189774725,2.0942360698457656,17.861189483851998
99,SN00742789,Sunitinib_(Sutent_SU11248),Multi_Kinase_Inhibitor_(Flt3__Kit__PDGFR_&_VEGFR),-2.0588936890535687,1.5704629310260412,17.854817072838223
100,SN00750270,AP24534,"VEGFR,_FGFR,_PDGFR,_Flt",-3.321928094887362,1.5160151470036647,17.838677406673998
101,SN00742823,AMG-47a,LCK,-3.643856189774725,2.1210154009613658,17.739075709453004
102,SN00750475,GSK1059615,"PI3K,_mTOR",-2.736965594166206,1.3448284969974411,17.58150178477039
103,SN00765850,MGCD0103(Mocetinostat),HDAC,-3.643856189774725,2.1667154449664223,17.556419147433324
104,SN00735696,Cyclosporin_A,Calcineurin_phosphatase_inhibitor;_immunosuppressant,-2.643856189774725,1.3617683594191534,17.394824222634522
105,SN00742761,PD0325901,MEK,-3.643856189774725,2.572889668420581,17.359048058541827
106,SN00755933,"A23187,_free_acid",Calcium_ionophore,-3.473931188332412,1.722466024471091,17.355110020930894
107,SN00750316,WYE-354,mTOR,-2.8365012677171206,1.3561438102252754,17.34096363184748
108,SN00750484,Mitoxantrone,Topoisomerase,-2.9434164716336326,4.006298023900369,17.211064244613826
109,SN00750487,PI-103,"PI3K,_mTOR",-2.9434164716336326,1.3785116232537298,17.138773969738875
110,SN00738024,Disulfiram,Dopamine_beta-hydroxylase_inhibitor,-3.321928094887362,1.5753123306874368,16.92783586457964
111,SN00756104,A_205804,Selective_inhibitor_of_E-selectin_and_ICAM-1_expression,-2.473931188332412,4.332707933640605,16.50719363223668
112,SN00844618,PKI-587_,PI3K/mTOR,-2.9434164716336326,1.4276061727818994,16.156481968738067
113,SN00750302,Camptothecine,Topoisomerase,-2.8365012677171206,4.04176864995163,15.843710461831026
114,SN00736949,Methyldopate_hydrochloride,Adrenergic_receptor_agonist,-1.2175914350726267,2.711494906650088,15.831536665724615
115,SN00765797,Ganetespib_(STA-9090),HSP90_and_its_client_proteins_inhibitor,-3.0588936890535687,3.7845039829295666,15.425876952075722
116,SN00742809,PF431396,PYK2,-2.643856189774725,1.4646682670034443,15.154213019412076
117,SN00756125,Scriptaid,Histone_deacetylase_inhibitor,-2.9434164716336326,1.5008020530571577,14.761514339766418
118,SN00750228,KW_2449,"Flt,_Abl,_Aurora_Kinase",-2.321928094887362,1.5704629310260412,14.734524554199277
119,SN00737604,Cladribine,inhibits_the_enzyme_adenosine_deaminase,-2.473931188332412,4.2433644256936605,14.558904916970434
120,SN00750162,ENMD-2076,"Flt,_Aurora_Kinase,_Src,__VEGFR",-2.9434164716336326,1.5210507369009632,14.390316062761926
121,SN00750319,RAF265,"RAF,_VEGFR",-2.1202942337177118,1.6915341649192002,14.35418887343016
122,SN00737575,Chlorhexidine,Detergent,-2.1202942337177118,1.7004397181410922,14.169452421368936
123,SN00750334,Clofarabine,ribonucleotide_reductase,-2.9434164716336326,3.8379432418910273,13.989330995585139
124,SN00734830,Mitoxantrone,DNA_synthesis_inhibitor,-3.1844245711374275,3.5185351389821804,13.954365513450451
125,SN00737569,Dipyridamole,"Adenosine_metabolism_inhibitor,_Phosphodiesterase_inhibitor",-1.7858751946471527,1.9818526532897407,13.825530215840661
126,SN00750271,XL880(GSK1363089),"c-Met,_VEGFR,_FGFR",-2,1.7990873060740036,13.806456233843189
127,SN00766661,UNC638A,G9a_Inhibitor,-2.2515387669959646,1.6553518286125541,13.618891914055126
128,SN00734812,Topotecan_hydrochloride_hydrate,Topetecan_is_a_topoisomerase_I_inhibitor_and_an_apoptosis_inducer_It_is_a_potent_antineoplastic_agent,-2.643856189774725,4.087462841250339,13.588872855182608
129,SN00765805,Scriptaid,HDAC_inhibitor,-3.1844245711374275,1.6915341649192002,13.55596848150186
130,SN00742802,Danusertib_(PHA-739358),AUR_BCR-ABL_FGFR,-3.321928094887362,3.229587922740652,13.542090248228176
131,SN00734811,Quinacrine_dihydrochloride,Monoamine_oxidase_(MAO)_inhibitor;_antimalarial,-2.1844245711374275,1.709290635723358,13.228912153109613
132,SN00844623,GSK1120212,MEK_Inhibitor,-3.473931188332412,2.37851162325373,13.0649193790311
133,SN00750361,GDC-0941,PI3K,-2.1844245711374275,1.7180875839605168,13.052472572423945
134,SN00735519,PD173952,PD173952_is_a_Src_family_kinase_inhibitor,-3.473931188332412,2.4854268271702415,12.999541916956138
135,SN00750408,MS-275,HDAC,-3.1844245711374275,1.7355221772965375,12.95617318436997
136,SN00737165,Alexidine_dihydrochloride,Detergent,-2.643856189774725,1.584962500721156,12.743454754921963
137,SN00735645,Tetraethylthiuram_disulfide,Alcohol_dehydrogenase_inhibitor,-2.5563933485243853,1.6040713236688608,12.598159735798758
138,SN00734792,Amsacrine_hydrochloride,DNA_topoisomerase_II_inhibitor,-3.0588936890535687,3.611172380044005,12.584421274347154
139,SN00742848,GNE-493,Pan-PI3K,-2.8365012677171206,1.613531652917927,12.34141211015207
140,SN00750189,MK-2206,Akt,-2.1844245711374275,1.7612852733616193,12.203511628854189
141,SN00742804,Bisindoylmaleimide_X_(Ro_31-8425),PKC,-2.643856189774725,4.009884588931844,12.101018051721695
142,SN00750333,Cladribine,Antimetabolites,-2.5563933485243853,4.0574502721839,11.840680682004004
143,SN00737740,Hycanthone,DNA_intercaling_agent,-2.321928094887362,4.180307019969433,11.807541302426145
144,SN00742769,BX795,PDK1_TBK1,-2.736965594166206,1.6369145803558778,11.748587059325272
145,SN00750267,PHA-739358(Danusertib),"Aurora_Kinase,_Bcr-Abl",-3.1844245711374275,3.323370069061269,11.437332105301643
146,SN00742847,TOVOK_(BIBW-2992_Afatinib),EGFR/HER2,-2.5563933485243853,1.6690267655096307,11.372703988265162
147,SN00750349,PIK-93,PI3K,-2.2515387669959646,1.7782085763980877,11.21363522006695
148,SN00755981,NSC_3852,Histone_deacetylase_inhibitor,-2.473931188332412,1.6959938131099002,11.195804335828893
149,SN00756456,BIO,"Potent,_selective_GSK-3_inhibitor",-2.8365012677171206,3.786596361890807,11.167322108102166
150,SN00755729,IKK_16,Selective_inhibitor_of_IKK,-2.5563933485243853,1.6825732973475784,11.12539632236011
151,SN00750386,CUDC-101,"HDAC,_EGFR,_HER2",-3.321928094887362,2.169925001442312,10.815257352348942
152,SN00755434,DHBP_dibromide,Ca2+_release_inhibitor,-2.473931188332412,1.7311832415722,10.555402996595113
153,SN00736879,Monensin_sodium_salt,Performs_membrane_ionophores,-2.473931188332412,1.7311832415722,10.555402996595113
154,SN00737094,Mitoxantrone_dihydrochloride,DNA_topoisomerase_II_inhibitor,-3.1844245711374275,3.2357270598380583,10.499586041890085
155,SN00755991,Castanospermine,Glucosidases_alpha_and_beta_inhibitor,-1.4739311883324124,2.6530600171045644,10.384867006121656
156,SN00742774,PIK-90,PI3K,-2.0588936890535687,1.944858445807539,10.299506742270454
157,SN00750473,Dipyridamole,PDE,-1.8889686876112561,2.0874628412503395,10.268958895488675
158,SN00737539,Vorinostat,histone_deacetylase_(HDAC)_inhibitor,-2.8365012677171206,1.7398481026993275,10.264400213935655
159,SN00750170,YM155,Survivin,-3.1844245711374275,1.9781956296816516,10.18771783132858
160,SN00737613,Voriconazole,Ergosterol_synthesis_inhibitor,-1.3959286763311392,2.885574364371426,10.058949242277372
161,SN00756153,CCT_018159,Hsp90_inhibitor,-2.395928676331139,4.048759311919856,10.001313295577283
162,SN00742878,GNE-490,pan-PI3K,-2.395928676331139,1.7865963618908067,9.976275347052772
163,SN00742853,AP24534,multi_kinase_inhibitor_(BCR-ABL__VEGFR__FGFR__Tie2__Flt3),-2.9434164716336326,1.8032270364349277,9.88051311693224
164,SN00738000,Bacitracin,Peptidoglycan_synthesis_Inhibitor,-1.6438561897747246,2.4059923596758366,9.831234918444629
165,SN00742837,Vandetanib_(ZD6474_Zactima),EGFR;_VEGFR,-3.321928094887362,2.5631581304028077,9.791018152279161
166,SN00735531,Calcimycin,"Ca2+_ionophore_used_to_potentiate_responses_to_NMDA,_but_not_quisqualate_glutamate_receptors",-3.1844245711374275,2.0250287944915226,9.758783670165904
167,SN00737472,Auranofin,NA,-3.0588936890535687,1.8875252707415875,9.733147138832365
168,SN00742821,PF-562271,FAK;_PYK2__RTKs,-2.8365012677171206,1.7782085763980877,9.68272371904027
169,SN00750330,Temsirolimus,mTOR,-1.9434164716336324,2.0806576633452254,9.577725009773241
170,SN00755936,FCCP,Oxidative_phosphorylation_uncoupler,-3.0588936890535687,1.903038270112912,9.552925019432045
171,SN00750409,NVP-AUY922,HSP90,-3.1844245711374275,3.1160319934471103,9.411718927755626
172,SN00737097,SR-95639A_dihydrochloride,M1_agonist_receptor,-1.4739311883324124,2.7676547982373463,9.338219547373244
173,SN00737452,Topotecan,DNA_topoisomerase_type_1_inhibitor,-2.473931188332412,3.968090752045256,9.3359310560826
174,SN00735266,RepSox,"RepSox_Inhibits_TGF-beta_receptor_signaling_Retroviral_transduction_of_Sox2,_Oct4,_and_Klf4_genes_results_in_direct_reprogramming_of_somatic_cells_into_induced_pluripotent_stem_cells_(iPSCs)",-2.2515387669959646,4.068670810665099,9.319527737035319
175,SN00750485,ABT-869,"RTK,_VEGFR,_PDGFR,_FGFR",-2.395928676331139,4.008092420948722,9.298937533884718
176,SN00750193,Topotecan_Hydrochloride,Topoisomerase,-2,4.095924419998536,9.054620015022708
177,SN00750383,BMS-707035,HIV-1_Integrase(IN),-1.9434164716336324,2.130930869826449,8.797884215203453
178,SN00735694,Dipyridamole,Coronary_vasodilator;_adenosine_transport_inhibitor,-1.7858751946471527,2.298658315564515,8.760253944118794
179,SN00735394,BIO,"Potent,_selective,_reversible,_and_ATP-competitive_glycogen_synthase_kinase_3alpha/beta_(GSK-3alpha/beta)_inhibitor",-2.736965594166206,3.7311832415722,8.756771681101775
180,SN00734841,PD-166285_hydrate,"Src,_FGFR",-3.1844245711374275,2.169925001442312,8.647561820612758
181,SN00737012,Irinotecan_Hydrochloride,inhibitor_of_topoisomerase_I,-2.473931188332412,3.9212458885855885,8.564350078895828
182,SN00742758,CYC-116,AUR,-2.9434164716336326,1.922197848396367,8.349903399503424
183,SN00734732,PRE-084,Potent_and_highly_selective_sigma1_receptor_agonist,-1.5994620704162712,2.6182386555954547,8.263241710390052
184,SN00756219,IPAG,Potent_sigma_antagonist,-2.9434164716336326,1.9335726382610239,8.215081710883766
185,SN00750421,Vorinostat,HDAC,-3.1844245711374275,2.250961573533219,8.16833930537415
186,SN00750480,BIBW2992(Tovok),"EGFR,_HER2",-2.473931188332412,1.875780063068488,8.12591625226426
187,SN00756528,SB_202190,"Potent,_selective_inhibitor_of_p38_MAPK",-1.5994620704162712,2.6392321632492775,8.061800292006975
188,SN00742791,AV-412,EGFR/HER2,-3.1844245711374275,2.298658315564515,7.933984355911406
189,SN00755450,ER_27319_maleate,Selective_Syk_kinase_inhibitor,-3.1844245711374275,2.845991770664573,7.775133165725432
190,SN00750356,PD0325901,MEK,-3.1844245711374275,2.339137384919585,7.762825204745044
191,SN00742754,Vargatef__(BIBF_1120__Intedanib),Multi_Kinase_Inhibitor_(VEGF__PDGFR_and_FGFR),-2.473931188332412,1.903038270112912,7.704326211393616
192,SN00742869,TG-89,JAK2,-3.0588936890535687,2.0942360698457656,7.638765818303991
193,SN00766644,ML-4924,NAE_inhibitor,-1.9434164716336324,2.2172307162206693,7.5507717360119395
194,SN00737991,Ethynodiol_diacetate,Progesterone_receptor_agonist,-2.5563933485243853,3.7980505147675143,7.498893086182173
195,SN00750477,SGI-1776,Pim,-2.1844245711374275,2.0426443374084937,7.383489226935218
196,SN00735014,Ammonium_pyrrolidinedithiocarbamate,Prevents_induction_of_nitric_oxide_synthase_(NOS)_by_inhibiting_translation_of_NOS_mRNA,-2.643856189774725,1.9107326619029126,7.3439040451344395
197,SN00735234,"N-(3,3-Diphenylpropyl)glycinamide",NMDA_glutamate_receptor_open_channel_blocker,-1.5563933485243853,2.823749360308273,7.3402239591828415
198,SN00742862,A-674563,AKT__CDK__PKA,-2.9434164716336326,3.3687683490903346,7.334951806375642
199,SN00755749,CPT_11,DNA_topoisomerase_I_inhibitor;_antitumor,-2.643856189774725,3.7147950111181625,7.2960030421809
200,SN00844624,MRT67307,Dual_inhibitor_of_the_IKKe_and_TBK-1,-2.0588936890535687,2.137503523749935,7.260668416385987
201,SN00750239,NVP-ADW742,IGF-1R,-2.321928094887362,1.9818526532897407,7.246054602098975
202,SN00735285,13-cis-retinoic_acid,"RAR-alpha,_beta",-1.8365012677171204,2.356143810225275,7.233762550724403
203,SN00750327,Deforolimus(MK-8669),mTOR,-2.1202942337177118,2.0942360698457656,7.232695864532168
204,SN00742876,XL880_(GSK1363089__Foretinib__EXEL-2880),cMET,-2.736965594166206,1.9297909977185974,7.231008926447287
205,SN00765853,Droxinostat,HDAC,-1.9434164716336324,2.2479275134435857,7.13507896303375
206,SN00737520,Raclopride,selective_dopamine_D1/D2_receptors_antagonist,-2.473931188332412,3.820689560559215,7.02325198803361
207,SN00756117,SU_6668,"PDGFR,_VEGFR_and_FGFR_inhibitor",-1.5994620704162712,2.7676547982373463,6.978620158182347
208,SN00737459,Acetylcysteine,NA,-1.6438561897747246,2.6959938131099,6.780913217725279
209,SN00737443,Docetaxel,binds_to_microtubules,-1.5994620704162712,2.807354922057604,6.695628503524826
210,SN00735550,Phorbol_12-myristate_13-acetate,Activates_protein_kinase_C_in_vivo_and_in_vitro;_strong_NO_promoter;_promotes_expression_of_iNOS_in_cultured_hepatocytes;T_lymphocyte_activator,-2.1844245711374275,2.0908534304511135,6.681055432032084
211,SN00750242,Pelitinib,EGFR,-2.473931188332412,1.9745293124838819,6.653459122172848
212,SN00737298,Methiothepin_maleate,"5-HT_autoreceptor_antagonist,_5-HT1c_antagonist,_5-HT_release_inhibitor_electrical_or_K+_induced",-1.8365012677171204,2.4059923596758366,6.639503834449629
213,SN00765799,"2,4-Pyridinedicarboxylic_Acid",Histone_demethylase_inhibitor,-3.0588936890535687,3.0531113364595623,6.607324538812371
214,SN00742793,CC-401,JNK,-2,2.2418401835646704,6.512301561618386
215,SN00756329,AM_281,"Potent,_selective_CB1_antagonist/inverse_agonist",-1.6896598793878495,2.646162657157894,6.448623946485199
216,SN00735336,PD-407824,PD-407824_is_a_Wee1/Chk1_inhibitor,-2.1844245711374275,2.1076878693143732,6.444275727276792
217,SN00735554,Auranofin,"Inhibits_the_release_of_inflammatory_mediators_from_human_macrophages,_basophils,_and_pulmonary_mast_cells_Inhibits_5-lipoxygenase_in_human_neutrophils_Is_a_potent_inhibitor_of_selenoenzyme_thioredoxin_reductase_(TrxR)___Auranofin_inhibits_IKB_kin",-2.643856189774725,1.9781956296816516,6.431843934682094
218,SN00737857,Sulmazole,Phosphodiesterase_III_inhibitor,-1.5563933485243853,3.0214797274104512,6.291189489624704
219,SN00742782,Dasatinib_(BMS-354825_Sprycel),Multi_Kinase_Inhibitors_(Bcr-Abl__SRC),-2.1844245711374275,2.1210154009613658,6.259944666947943
220,SN00756090,(±)-Blebbistatin,Selective_inhibitor_of_myosin_II,-1.8365012677171204,2.4489009511451276,6.158902367193141
221,SN00756327,AM_251,Potent_CB1_antagonist._Also_GPR55_agonist,-1.7858751946471527,2.521050736900963,6.136205588503918
222,SN00756247,GF_109203X,Protein_kinase_C_inhibitor,-2.321928094887362,3.82273014794452,5.9511694429251065
223,SN00742790,YM201636,PIK_five,-2.8365012677171206,2.0806576633452254,5.897439284385448
224,SN00750241,WZ3146,EGFR,-2.8365012677171206,2.0840642647884744,5.862899634556971
225,SN00735583,Caffeic_Acid,Antioxidant;_inhibits_the_synthesis_of_leukotrienes_that_are_involved_in_immunoregulation_and_inflammation,-1.6896598793878495,2.729008870337863,5.777446516390532
226,SN00755842,Mibefradil_dihydrochloride,Ca2+_channel_blocker_(T-type),-2,2.3015876466031866,5.76125978590914
227,SN00742845,PIK-93,PI3K,-2.643856189774725,2.032100843167024,5.753909134394063
228,SN00755690,U_18666A,Inhibitor_of_hedgehog_(Hh)_signaling._Also_inhibits_cholesterol_synthesis,-2.5563933485243853,2.032100843167024,5.730375016836861
229,SN00755695,A-7_hydrochloride,Calmodulin_antagonist,-2.9434164716336326,3.1842802944193824,5.65530176309303
