Combined_rank,name,Rank_at_dose,Rank_product_metric,Drug.Name,Main.Target
38,SN00735666,"432@0.04um, 1289@0.21um, 32@1.04um, 62@5um",182.31381668916413,Eupatorin,Eupatorin_acts_as_an_antiproliferative_in_cells_expressing_the_CYP1A-_family_It_induces_G2/M_block_follow_by_apoptosis_in_cells_expressing_the_CYP1A-_family
39,SN00737431,"321@0.04um, 27@0.21um, 81@1.04um, 1625@5um",183.7815014096922,Rifapentine,inhibits_DNA-dependent_RNA_polymerase_in_susceptible_strains_of_Mycobacterium_tuberculosis
40,SN00756461,"12@0.04um, 270@0.21um, 676@1.04um, 536@5um",185.1032840540051,Cilostazol,PDE3A_inhibitor._Also_adenosine_uptake_inhibitor
41,SN00737433,"808@0.04um, 56@0.21um, 207@1.04um, 133@5um",187.86909510878363,Zonisamide,"carbonic_anhydrase_inhibitor,_repetitive_firing_of_voltage-gated_sodium_channels_and_reduction_of_T-type_calcium_channel_currents_blocker"
42,SN00737992,"59@0.04um, 1260@0.21um, 191@1.04um, 90@5um",189.07086380555228,Nabumetone,Cyclooxygenase_Inhibitor
43,SN00737240,"24@0.04um, 174@0.21um, 316@1.04um, 1038@5um",192.380580795007,Butirosin_disulfate_salt,Ribosomal_protein_synthesis_inhibitor
44,SN00735028,"66@0.04um, 8@0.21um, 1625@1.04um, 1625@5um",193.23472048909116,cis-4-Aminocrotonic_acid,GABA-C_receptor_agonist
45,SN00737983,"44@0.04um, 35@0.21um, 800@1.04um, 1306@5um",200.28040972648378,Adrenosterone,Androgenic_steroid
46,SN00827825,"799@0.04um, 33@0.21um, 621@1.04um, 101@5um",201.65937798811117,SGC-CBP30,transcriptional_co-activators
47,SN00827824,"1035@0.04um, 780@0.21um, 68@1.04um, 31@5um",203.10770071797802,GSK-J4,Histone_demethylase_JMJD3/UTX_inhibitor
48,SN00755742,"26@0.04um, 25@0.21um, 1625@1.04um, 1625@5um",203.54246128987774,Daunorubicin_hydrochloride,RNA_synthesis_inhibitor
49,SN00735228,"133@0.04um, 9@0.21um, 1625@1.04um, 893@5um",204.15016894113452,S(-)-Atenolol,beta1_adrenoceptor_antagonist
50,SN00756427,"287@0.04um, 378@0.21um, 14@1.04um, 1181@5um",205.7964635421956,N-Desmethylclozapine,5-HT2C_antagonist
51,SN00737547,"1625@0.04um, 52@0.21um, 733@1.04um, 29@5um",205.86839106705474,Chlormadinone_acetate,NA
52,SN00737558,"139@0.04um, 240@0.21um, 197@1.04um, 275@5um",206.1846075664726,Entacapone,catechol-O-methyl_transferase_inhibitor
53,SN00737804,"182@0.04um, 1467@0.21um, 70@1.04um, 99@5um",207.39996755341417,Trichlorfon,Cholinesterase_inhibitor
54,SN00737617,"222@0.04um, 359@0.21um, 155@1.04um, 152@5um",208.1640252844853,Acefylline,Adenosine_receptor_antagonist
55,SN00735482,"475@0.04um, 106@0.21um, 73@1.04um, 525@5um",209.5899285479753,Olvanil,Vanilloid_receptor_agonist
56,SN00735675,"63@0.04um, 65@0.21um, 1288@1.04um, 380@5um",211.58668843712528,Bezafibrate,Bezafibrate_is_a_peroxisome_proliferator-activated_receptor_agonist_for_PPAR-alpha_PPAR-delta_and_PPAR-gamma_Lipoprotein_lipase_(LPL)_activator
57,SN00765828,"78@0.04um, 1625@0.21um, 10@1.04um, 1625@5um",213.03469234434343,BIX-01294,Histone_methyl_transferase_inhibitor
58,SN00756241,"746@0.04um, 37@0.21um, 47@1.04um, 1625@5um",214.2757104396949,Forskolin,Adenylyl_cyclase_activator
59,SN00736841,"105@0.04um, 952@0.21um, 134@1.04um, 161@5um",215.4960085302905,Ifenprodil_tartrate,Adrenergic_antagonist
60,SN00736940,"1625@0.04um, 230@0.21um, 89@1.04um, 68@5um",218.082104853024,R(-)_Apomorphine_hydrochloride_hemihydrate,"D1_agonist,_D2_agonist"
61,SN00735172,"1625@0.04um, 340@0.21um, 69@1.04um, 60@5um",218.69213068476927,Imazodan,Selective_phosphodiesterase_II_(PDEII)_inhibitor
62,SN00737406,"55@0.04um, 96@0.21um, 1625@1.04um, 267@5um",218.77597968631423,Acenocoumarol,Vitamin_K_antagonist
63,SN00734496,"60@0.04um, 95@0.21um, 265@1.04um, 1625@5um",222.58378524945584,NADPH_tetrasodium,"Cofactor_for_many_enzymes,_including_nitric_oxide_synthase"
64,SN00737510,"1302@0.04um, 49@0.21um, 1625@1.04um, 24@5um",223.34072305997265,Pefloxacine,DNA_gyrase_inhibitor
65,SN00755685,"216@0.04um, 17@0.21um, 1156@1.04um, 588@5um",223.51643303129757,Xaliproden_hydrochloride,"Orally_active,_high_affinity_5-HT1A_agonist"
66,SN00737766,"70@0.04um, 75@0.21um, 938@1.04um, 510@5um",223.86339175462172,Carbarsone,NA
67,SN00756185,"1625@0.04um, 1572@0.21um, 183@1.04um, 6@5um",230.13202649142798,SB_239063,"Potent,_selective_p38_MAPK_inhibitor;_orally_active"
68,SN00735419,"16@0.04um, 1625@0.21um, 418@1.04um, 260@5um",230.55829106904454,SU_6656,Selective_Src_family_kinase_inhibitor
69,SN00755827,"1625@0.04um, 4@0.21um, 975@1.04um, 452@5um",231.3471223305385,Telenzepine_dihydrochloride,"Potent,_selective_M1_antagonist"
70,SN00755724,"121@0.04um, 497@0.21um, 366@1.04um, 134@5um",233.040772205008,Nefazodone_hydrochloride,5-HT2A_antagonist_and_5-HT_uptake_inhibitor._Antidepressant
71,SN00737233,"99@0.04um, 1625@0.21um, 450@1.04um, 41@5um",233.4109534247704,Kanamycin_A_sulfate,Ribosomal_protein_synthesis_inhibitor
72,SN00742763,"1625@0.04um, 1625@0.21um, 143@1.04um, 8@5um",234.4407968063264,ABT-869_(Linifanib_AL-39324_RG3635),Multi_Kinase_Inhibitor_(Flt3___PDGFR_&_VEGFR)
73,SN00735445,"1625@0.04um, 50@0.21um, 271@1.04um, 147@5um",238.5214818596438,"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",Specific_estrogen_receptor_alpha_(ERalpha)_agonist
74,SN00734784,"101@0.04um, 24@0.21um, 831@1.04um, 1625@5um",239.19205561238326,Thioridazine_hydrochloride,Dopamine_receptor_antagonist;_Ca2+_channel_antagonist;_antipsychotic
75,SN00844613,"1625@0.04um, 292@0.21um, 71@1.04um, 98@5um",239.70669293587423,BRD73954,HDAC6/8
76,SN00737576,"27@0.04um, 469@0.21um, 162@1.04um, 1625@5um",240.284771078223,Lofexidine,alpha2-adrenergic_receptor_agonist
77,SN00734437,"1472@0.04um, 151@0.21um, 28@1.04um, 563@5um",243.29758375473216,(±)-Norepinephrine_(+)bitartrate,Adrenergic_neurotransmitter
78,SN00737772,"1625@0.04um, 18@0.21um, 421@1.04um, 291@5um",244.6669109498334,Cisapride,5-HT_antagonist
79,SN00736845,"295@0.04um, 47@0.21um, 300@1.04um, 864@5um",244.84357821453636,"Metoprolol-(+,-)_(+)-tartrate_salt",Beta_adrenergic_antagonist
80,SN00750201,"1625@0.04um, 68@0.21um, 23@1.04um, 1456@5um",246.6396368422376,Selegiline_hydrochloride,monoamine_oxidase
81,SN00737277,"1625@0.04um, 121@0.21um, 168@1.04um, 114@5um",247.72122398004365,Amprolium_hydrochloride,Thiamine_transport_inhibitor
82,SN00756190,"439@0.04um, 1325@0.21um, 305@1.04um, 23@5um",252.74176758822705,PD_160170,Selective_non-peptide_NPY_Y1_antagonist
83,SN00738020,"1385@0.04um, 1028@0.21um, 96@1.04um, 30@5um",253.05145802302118,Deoxycorticosterone,"Corticoide,_aldosterone_precursor"
84,SN00756267,"251@0.04um, 301@0.21um, 394@1.04um, 138@5um",253.16512646009446,BML-190,"Potent,_selective_CB2_ligand"
85,SN00735220,"138@0.04um, 84@0.21um, 219@1.04um, 1625@5um",253.4334660257223,cis-(Z)-Flupenthixol_dihydrochloride,Dopamine_receptor_antagonist;_antipsychotic
86,SN00737245,"42@0.04um, 73@0.21um, 1625@1.04um, 841@5um",254.4224192439781,Ampicillin_trihydrate,NA
87,SN00735648,"343@0.04um, 795@0.21um, 74@1.04um, 210@5um",255.13971483664497,Quercetin_dihydrate,Mitochondrial_ATPase_and_phosphodiesterase_(PDE)_inhibitor;_inhibits_PI3-K_activity
88,SN00737567,"21@0.04um, 537@0.21um, 423@1.04um, 889@5um",255.1872237898753,Fluconazole,fungal_cytochrome_P450_enzyme_14a-demethylase_inhibitor
89,SN00750391,"1625@0.04um, 1@0.21um, 1625@1.04um, 1625@5um",255.94109518583707,NVP-BEP800,HSP90
89,SN00756532,"1@0.04um, 1625@0.21um, 1625@1.04um, 1625@5um",255.94109518583707,Camptothecin,DNA_topoisomerase_inhibitor
91,SN00735113,"236@0.04um, 41@0.21um, 1625@1.04um, 276@5um",256.6637745303919,L-Mimosine_from_Koa_hoale_seeds,Potential_inhibitor_of_the_cell_cycle_giving_rise_to_growth_arrest_in_G1-phase_An_iron_chelator_that_inhibits_DNA_replication_in_mammalian_cells_Has_been_shown_to_have_apoptotic_activity_in_xenotransplanted_human_pancreatic_cancer
92,SN00756103,"36@0.04um, 242@0.21um, 1625@1.04um, 307@5um",256.7600206171562,TMS,Cytochrome_P450_1B1_inhibitor
93,SN00737907,"1625@0.04um, 31@0.21um, 83@1.04um, 1042@5um",256.9154474051241,Sulfapyridine,NA
94,SN00750328,"153@0.04um, 11@0.21um, 1625@1.04um, 1625@5um",258.19493094266886,Enzastaurin,PKC
95,SN00734659,"141@0.04um, 711@0.21um, 379@1.04um, 118@5um",258.7631817989174,DBO-83,Nicotinic_acetylcholine_receptor_agonist
96,SN00737447,"11@0.04um, 352@0.21um, 1625@1.04um, 768@5um",263.65589346081924,Granisetron,serotonin_5-HT3_receptor_antagonist
97,SN00734594,"532@0.04um, 284@0.21um, 35@1.04um, 926@5um",264.5314124598277,O-Methylserotonin_hydrochloride,Nonselective_serotonin_receptor_agonist_that_lacks_affinity_for_the_5-HT3_receptor
98,SN00735686,"1254@0.04um, 45@0.21um, 84@1.04um, 1061@5um",266.30307426090286,Carvedilol,Antihypertensive;_cardioprotective
99,SN00737668,"247@0.04um, 212@0.21um, 400@1.04um, 241@5um",266.54924825166415,Norfloxacin,Topoisomerase_II_inhibitor
100,SN00734608,"1625@0.04um, 503@0.21um, 17@1.04um, 367@5um",267.22930612067955,(+)-Pilocarpine_hydrochloride,Cholinergic_receptor_agonist
101,SN00756045,"84@0.04um, 332@0.21um, 158@1.04um, 1204@5um",269.8828178060596,CPCCOEt,Selective_non-competitive_mGlu1_receptor_antagonist
102,SN00734932,"165@0.04um, 384@0.21um, 213@1.04um, 409@5um",272.5709199828411,Oxotremorine_sesquifumarate_salt,Muscarinic_acetylcholine_receptor_agonist_with_preference_for_the_M2_receptor
103,SN00734472,"1367@0.04um, 1625@0.21um, 152@1.04um, 17@5um",275.2508046931146,8-Bromo-cGMP_sodium,Membrane-permeable_analog_of_cGMP
104,SN00736964,"304@0.04um, 744@0.21um, 34@1.04um, 754@5um",275.94605872545543,Naloxone_hydrochloride,Opiate_antagonist
105,SN00737257,"341@0.04um, 171@0.21um, 1318@1.04um, 76@5um",276.45208706709735,Theophylline_monohydrate,Mastocyte_degranulation_inhibitor_in_vitro
106,SN00735145,"351@0.04um, 263@0.21um, 414@1.04um, 153@5um",276.5277113207383,NG-Nitro-L-arginine,Potent_nitric_oxide_synthase_inhibitor
107,SN00737018,"18@0.04um, 238@0.21um, 1625@1.04um, 853@5um",277.5958470859678,Levalbuterol_hydrochloride,beta-2_adrenergic_receptor_stimulation
108,SN00750368,"1278@0.04um, 387@0.21um, 546@1.04um, 22@5um",277.6286527508769,LY500307,Estrogen_receptor_Beta
109,SN00734529,"35@0.04um, 1419@0.21um, 1625@1.04um, 74@5um",277.99301338171097,Nelfinavir_mesylate_hydrate,Nelfinavir_is_a_HIV_protease_inhibitor;_antiretroviral;_and_anti-tumor_agent
110,SN00755804,"367@0.04um, 601@0.21um, 38@1.04um, 721@5um",278.8141748350064,Sertraline_hydrochloride,5-HT_re-uptake_inhibitor
111,SN00765810,"359@0.04um, 372@0.21um, 1087@1.04um, 42@5um",279.4338765706477,Isonicotinamide,nicotinamide_antagonist
112,SN00736911,"46@0.04um, 1063@0.21um, 641@1.04um, 197@5um",280.3198408832366,Levopropoxyphene_napsylate,NA
113,SN00750248,"149@0.04um, 1338@0.21um, 281@1.04um, 113@5um",282.0699271087983,CCT129202,Aurora_kinase
114,SN00737471,"91@0.04um, 32@0.21um, 1342@1.04um, 1625@5um",282.2924824916244,Atorvastatin,HMG-CoA_reductase_inhibition
115,SN00735384,"29@0.04um, 290@0.21um, 564@1.04um, 1353@5um",283.03700764546613,PAPP,Selective_5-HT1A_serotonin_receptor_agonist
116,SN00737248,"171@0.04um, 88@0.21um, 267@1.04um, 1625@5um",284.25679320296285,Lisinopril,Converting_enzyme_inhibitor
117,SN00737862,"39@0.04um, 258@0.21um, 1486@1.04um, 440@5um",284.79932111521657,Glimepiride,NA
118,SN00755919,"857@0.04um, 16@0.21um, 730@1.04um, 658@5um",284.88028134956596,NNC_26-9100,Selective_sst4_agonist
119,SN00737472,"9@0.04um, 278@0.21um, 1625@1.04um, 1625@5um",285.10084795138494,Auranofin,NA
120,SN00737586,"697@0.04um, 187@0.21um, 272@1.04um, 193@5um",287.60746183770163,Norgestimate,NA
121,SN00737320,"174@0.04um, 1625@0.21um, 15@1.04um, 1625@5um",288.1288922234131,Hexamethonium_dibromide_dihydrate,Ganglion_blocking_agent
122,SN00735276,"169@0.04um, 54@0.21um, 467@1.04um, 1625@5um",288.4779861353653,IMS2186,"IMS2186_is_an_anti-proliferative_and_anti-angiogenic_The_proposed_mechanism_action,_under_investigation,_is_blocking_the_cell_cycle_at_G2_and_inhibition_of_the_production_of_PGE2/TNF-a"
123,SN00765836,"98@0.04um, 28@0.21um, 1625@1.04um, 1625@5um",291.7579571307476,CI-994,HDAC_inhibitor
124,SN00737610,"366@0.04um, 665@0.21um, 103@1.04um, 308@5um",296.4303508073643,Topiramate,"enhances_GABA-activated_chloride_channels,_inhibits_excitatory_neurotransmission,_through_actions_on_kainate_and_AMPA_receptors"
125,SN00765815,"1514@0.04um, 760@0.21um, 19@1.04um, 379@5um",301.70539043656606,EX-527,SIRT1_inhibitor
126,SN00735687,"1255@0.04um, 12@0.21um, 684@1.04um, 821@5um",303.2536645809787,Nimodipine,Potent_L-type_Ca2+_channel_antagonist
127,SN00737847,"81@0.04um, 698@0.21um, 472@1.04um, 320@5um",303.98916511547117,Xylazine,Alpha-2_adrenergic_agonist
128,SN00737451,"51@0.04um, 1273@0.21um, 736@1.04um, 182@5um",305.3774368087614,Toltrazuril,NA
129,SN00737360,"79@0.04um, 120@0.21um, 567@1.04um, 1625@5um",305.71108779895485,Amoxapine,Dopamine-reuptake_inhibitor
130,SN00737671,"630@0.04um, 214@0.21um, 334@1.04um, 194@5um",305.7212523041959,Griseofulvin,Enzymatic_inductor
131,SN00765840,"1625@0.04um, 1167@0.21um, 86@1.04um, 55@5um",307.7487804105645,Triacetylresveratrol,SIRT1_activator
132,SN00735061,"381@0.04um, 520@0.21um, 771@1.04um, 59@5um",308.11204554058185,"1,5-Isoquinolinediol",Potent_inhibitor_of_Poly(ADP-ribose)_synthetase_which_is_activated_by_nitric_oxide;_neuroprotective_agent
133,SN00735150,"1038@0.04um, 676@0.21um, 315@1.04um, 43@5um",312.2344111724734,3-Isobutyl-1-methylxanthine,Potent_phosphodiesterase_inhibitor;_more_active_than_theophylline_at_adenosine_receptors
134,SN00737181,"814@0.04um, 64@0.21um, 116@1.04um, 1625@5um",314.7958028829561,Paroxetine_Hydrochloride,5-HT_uptake_inhibitor
135,SN00755789,"968@0.04um, 529@0.21um, 248@1.04um, 78@5um",315.47818109507324,Sotalol_hydrochloride,beta_antagonist
136,SN00755472,"241@0.04um, 210@0.21um, 772@1.04um, 256@5um",316.2448055214177,PD_168077_maleate,"High_affinity,_selective_D4_agonist"
137,SN00737686,"460@0.04um, 1625@0.21um, 66@1.04um, 207@5um",317.89329618529234,Chlorothiazide,"Weak_carbonic_anhydrase_inhibitor,_Na+_Cl-_transport_inhibitor"
138,SN00750293,"109@0.04um, 101@0.21um, 1625@1.04um, 584@5um",319.7080127734249,Quercetin(Sophoretin),"PI3K,PKC,_Src"
139,SN00737176,"205@0.04um, 1202@0.21um, 63@1.04um, 674@5um",319.8266828216335,Moroxidine_hydrochloride,NA
140,SN00755576,"1267@0.04um, 535@0.21um, 54@1.04um, 287@5um",320.14853096962713,AGN_192403_hydrochloride,I1_selective_ligand
141,SN00735240,"13@0.04um, 1625@0.21um, 411@1.04um, 1212@5um",320.28403399469255,Zaprinast,Selective_cGMP-phosphodiesterase_type_V_inhibitor
142,SN00737740,"1331@0.04um, 1625@0.21um, 1625@1.04um, 3@5um",320.44353216575814,Hycanthone,DNA_intercaling_agent
143,SN00736900,"160@0.04um, 327@0.21um, 1625@1.04um, 125@5um",321.0759516196085,Primaquine_diphosphate,Heme_polymerase_inhibitor
144,SN00737246,"52@0.04um, 126@0.21um, 1625@1.04um, 1022@5um",322.9754689337933,Picotamide_monohydrate,"Eicosenoid_receptor_antagonist,_Thromboxane_A2_antagonist"
145,SN00765823,"479@0.04um, 100@0.21um, 141@1.04um, 1625@5um",323.66966464694735,AGK2,SIRT2_inhibitor
146,SN00734523,"261@0.04um, 1625@0.21um, 133@1.04um, 198@5um",325.08930046564166,Naltriben_methanesulfonate,Highly_selective_delta2_opioid_receptor_antagonist
147,SN00756320,"336@0.04um, 202@0.21um, 631@1.04um, 270@5um",327.92229332634963,AM_630,CB2_selective_antagonist/inverse_agonist
148,SN00737036,"166@0.04um, 201@0.21um, 299@1.04um, 1178@5um",329.25331486652874,Nefopam_hydrochloride,NA
149,SN00735642,"176@0.04um, 266@0.21um, 1002@1.04um, 254@5um",330.38774948211875,Oxaprozin,Non-steroidal_anti-inflammatory_drug_(NSAID)
150,SN00736999,"784@0.04um, 385@0.21um, 117@1.04um, 342@5um",331.5104248439902,Dopamine_hydrochloride,beta_1_receptors_stimulator
151,SN00735620,"453@0.04um, 36@0.21um, 795@1.04um, 934@5um",331.72536217193976,Oxolinic_acid,Quinolone_antibacterial;_DNA_gyrase_inhibitor
152,SN00742764,"1325@0.04um, 408@0.21um, 1625@1.04um, 14@5um",333.01543301632387,SB242235,MAPK_(p38MAP)
153,SN00755470,"1625@0.04um, 6@0.21um, 1367@1.04um, 948@5um",335.2705191284218,Fluvoxamine_maleate,5-HT_re-uptake_inhibitor
154,SN00734531,"1625@0.04um, 956@0.21um, 157@1.04um, 52@5um",335.5857904408057,(+)-Bromocriptine_methanesulfonate,D2_dopamine_receptor_agonist;_inhibits_prolaction_secretion
155,SN00737724,"242@0.04um, 85@0.21um, 946@1.04um, 653@5um",335.7450762087957,Diprophylline,Phosphodiesterase_inhibitor
156,SN00737331,"119@0.04um, 1500@0.21um, 60@1.04um, 1193@5um",336.2075629564939,Decamethonium_bromide,Cholinergique_receptor_agonist
157,SN00735412,"1233@0.04um, 801@0.21um, 8@1.04um, 1625@5um",336.61598548408165,Cilostazol,Specific_type_III_phosphodiesterase_(PDE)_inhibitor
158,SN00750302,"3@0.04um, 1625@0.21um, 1625@1.04um, 1625@5um",336.8374242206805,Camptothecine,Topoisomerase
159,SN00735504,"1125@0.04um, 1133@0.21um, 13@1.04um, 785@5um",337.71384103163734,Tyrphostin_AG_537,EGFR_protein_tyrosine_kinase_inhibitor
160,SN00734443,"142@0.04um, 1446@0.21um, 1625@1.04um, 39@5um",337.74867381475065,Levallorphan_tartrate,Opioid_receptor_antagonist
161,SN00804470,"1170@0.04um, 1380@0.21um, 22@1.04um, 368@5um",338.1301225537116,GSK126,EZH2_Methyltransferase_Inhibitor
162,SN00735600,"154@0.04um, 55@0.21um, 1625@1.04um, 1039@5um",345.8104243424182,Captopril,Angiotensin-converting_enzyme_(ACE)_inhibitor;_antihypertensive
163,SN00737999,"268@0.04um, 1625@0.21um, 139@1.04um, 237@5um",346.0890242160797,Nimodipine,Calcium_channel_blocker
164,SN00737753,"410@0.04um, 1444@0.21um, 279@1.04um, 89@5um",348.2060518877002,Bezafibrate,Lipoprotein_lipase_activator
165,SN00735325,"1625@0.04um, 1625@0.21um, 164@1.04um, 34@5um",348.34322954072763,"(R,R)-cis-Diethyl_tetrahydro-2,8-chrysenediol",Potent_estrogen_receptor_beta_antagonist;_potent_partial_agonist_at_estrogen_receptor_alpha
166,SN00737681,"61@0.04um, 1091@0.21um, 266@1.04um, 839@5um",349.09975639909345,"Glutethimide,_para-amino","Aromatase_inhibitor,_Steroidogenese_inhibitor,_Triiodothyronine_synthesis_inhibitor,Tyrosine_synthesis_inhibitor,_Inhibitor_of_cytochrome_P-450"
167,SN00755531,"67@0.04um, 844@0.21um, 1625@1.04um, 162@5um",349.2982479795158,BD_1047_dihydrobromide,sigma1_selective_antagonist
168,SN00765830,"1625@0.04um, 1625@0.21um, 12@1.04um, 471@5um",349.5241763310247,CTPB,HAT_inhibitor
169,SN00755499,"69@0.04um, 383@0.21um, 948@1.04um, 600@5um",350.14817177033905,Xamoterol_hemifumarate,beta1_selective_partial_agonist
170,SN00734751,"48@0.04um, 1625@0.21um, 120@1.04um, 1625@5um",351.18204502304326,Naratriptan_hydrochloride,Naratriptan_hydrochloride_is_a_Serotonin_5-HT1B/1D_receptor_agonist
171,SN00737708,"1625@0.04um, 1201@0.21um, 113@1.04um, 69@5um",351.2214056873339,Chenodiol,Detergent
172,SN00735682,"113@0.04um, 51@0.21um, 1625@1.04um, 1625@5um",351.2277629235135,Pirenperone,5-HT2_Serotonin_receptor_antagonist
173,SN00735530,"180@0.04um, 1184@0.21um, 779@1.04um, 92@5um",351.55021925066524,GW5074,cRaf1_kinase_inhibitor
174,SN00734596,"1625@0.04um, 78@0.21um, 594@1.04um, 203@5um",351.60708099765316,6-Methyl-2-(phenylethynyl)pyridine_hydrochloride,"Highly_selective,_non-competitive_mGluR5_metabotropic_glutamate_receptor_antagonist"
175,SN00737243,"286@0.04um, 794@0.21um, 42@1.04um, 1625@5um",352.8355189209309,Guanadrel_sulfate,NA
