Combined_rank,name,Rank_at_dose,Rank_product_metric,Drug.Name,Main.Target
108,SN00735624,"331@0.04um, 190@0.21um, 292@1.04um, 134@5um",222.72415049115875,Leflunomide,"Immunosuppressive;_its_metabolite,_a_malononitrile_derivative,_inhibits_dihydroorotate_dehydrogenase_(in_the_de_novo_pyrimidine_synthesis_pathway)_and_several_protein_tyrosine_kinases"
109,SN00737605,"773@0.04um, 139@0.21um, 299@1.04um, 78@5um",223.73813894531432,Cortisol_acetate,NA
110,SN00735607,"7@0.04um, 773@0.21um, 603@1.04um, 773@5um",224.10089190463788,(±)-p-Aminoglutethimide,Inhibits_Cytochrome_P450-dependent_hydroxylation_reactions_that_are_necessary_for_aromatization
111,SN00756145,"260@0.04um, 158@0.21um, 80@1.04um, 773@5um",224.5044630243588,o-3M3FBS,Inactive_analog_of_m-3M3FBS_(Cat._No._1941)
112,SN00750377,"773@0.04um, 773@0.21um, 57@1.04um, 76@5um",225.5598821189801,MLN2238,Proteasome
113,SN00755775,"70@0.04um, 105@0.21um, 459@1.04um, 773@5um",225.97993512852102,L-NAME_hydrochloride,Non-selective_NOS_inhibitor
114,SN00742774,"773@0.04um, 773@0.21um, 110@1.04um, 40@5um",226.43988000989242,PIK-90,PI3K
115,SN00735112,"149@0.04um, 312@0.21um, 74@1.04um, 773@5um",227.08477567525665,(±)-Vanillylmandelic_acid,Metabolite_of_epinephrine
116,SN00756274,"639@0.04um, 773@0.21um, 773@1.04um, 7@5um",227.37330340539287,DAPT,gamma-secretase_inhibitor
117,SN00737528,"6@0.04um, 773@0.21um, 773@1.04um, 773@5um",229.4417429100262,Sparfloxacin,bacterial_DNA_gyrase_inhibitor
117,SN00738002,"773@0.04um, 773@0.21um, 773@1.04um, 6@5um",229.4417429100262,Rolipram,Phosphodiesterase_inhibitor
117,SN00756390,"773@0.04um, 6@0.21um, 773@1.04um, 773@5um",229.4417429100262,Anisomycin,Protein_synthesis_inhibitor
120,SN00737628,"157@0.04um, 104@0.21um, 237@1.04um, 773@5um",233.86498778205873,Ornidazole,Bacterial_DNA_damage
121,SN00737690,"630@0.04um, 317@0.21um, 143@1.04um, 111@5um",237.28195230496024,Retinoic_acid,NA
122,SN00737097,"773@0.04um, 605@0.21um, 194@1.04um, 35@5um",237.38384538878938,SR-95639A_dihydrochloride,M1_agonist_receptor
123,SN00735067,"43@0.04um, 124@0.21um, 773@1.04um, 773@5um",237.58131518878056,Dephostatin,CD45_protein_tyrosine_kinase_inhibitor
124,SN00756371,"773@0.04um, 7@0.21um, 773@1.04um, 773@5um",238.4564809111223,Ibudilast,PDE_inhibitor_(non-selective)
124,SN00756466,"773@0.04um, 773@0.21um, 7@1.04um, 773@5um",238.4564809111223,SB_203580,Selective_inhibitor_of_p38_MAPK
126,SN00765817,"102@0.04um, 55@0.21um, 773@1.04um, 773@5um",240.61930179817418,M-344,HDAC_inhibitor
127,SN00735623,"773@0.04um, 41@0.21um, 773@1.04um, 139@5um",241.56800417797814,3`-Azido-3`-deoxythymidine,Reverse_transcriptase_inhibitor;_active_against_HIV-1_virus
128,SN00737839,"773@0.04um, 634@0.21um, 9@1.04um, 773@5um",241.64214866434565,Nifuroxazide,Bacterial_DNA_damage
129,SN00735098,"156@0.04um, 197@0.21um, 148@1.04um, 773@5um",243.5050702249126,Tyrphostin_23,Protein_tryrosine_kinase_EGFR_inhibitor
130,SN00735459,"127@0.04um, 47@0.21um, 773@1.04um, 773@5um",244.37970807543374,IRAK-1/4_Inhibitor_I,A_novel_benzimidazole_that_is_a_potent_inhibitor_of_interleukin-1_receptor-associated_kinases_1/4_(IRAK_1/4)
131,SN00750467,"8@0.04um, 773@0.21um, 773@1.04um, 773@5um",246.55119803630149,Amisulpride,Dopamine_Receptor
131,SN00756260,"773@0.04um, 773@0.21um, 8@1.04um, 773@5um",246.55119803630149,SNC-162,"Potent,_selective_non-peptide_delta_agonist"
133,SN00734971,"193@0.04um, 224@0.21um, 113@1.04um, 773@5um",247.89388635908705,Pyrilamine_maleate,H1_Histamine_receptor_antagonist
134,SN00736992,"253@0.04um, 773@0.21um, 132@1.04um, 151@5um",249.86919830930793,Diltiazem_hydrochloride,Ca2+_channel_inhibitor_(L-Type)
135,SN00742847,"504@0.04um, 773@0.21um, 773@1.04um, 13@5um",250.14004241278565,TOVOK_(BIBW-2992_Afatinib),EGFR/HER2
136,SN00742753,"319@0.04um, 260@0.21um, 214@1.04um, 222@5um",250.54324307528364,SR3677,ROCK-II
137,SN00755967,"119@0.04um, 773@0.21um, 136@1.04um, 322@5um",251.9302449009194,Clozapine,Dopamine_antagonist_with_some_D4_selectivity._Also_5-HT2A/2C_antagonist
138,SN00735645,"97@0.04um, 70@0.21um, 773@1.04um, 773@5um",252.3813101602566,Tetraethylthiuram_disulfide,Alcohol_dehydrogenase_inhibitor
139,SN00804471,"773@0.04um, 773@0.21um, 66@1.04um, 103@5um",252.45561645718075,ACY-1215_(Rocilinostat),HDAC6_Inhibitor
140,SN00756405,"628@0.04um, 286@0.21um, 47@1.04um, 485@5um",252.95386428240562,AG_494,Potent_EGFR-kinase_inhibitor
141,SN00755661,"18@0.04um, 773@0.21um, 382@1.04um, 773@5um",253.17668784766383,10-DEBC_hydrochloride,Selective_Akt/PKB_inhibitor
142,SN00737778,"9@0.04um, 773@0.21um, 773@1.04um, 773@5um",253.91902850305544,Digoxin,Na+_K+_ATPase_inhibitor
142,SN00737939,"773@0.04um, 773@0.21um, 773@1.04um, 9@5um",253.91902850305544,Sulfamonomethoxine,Inhibitor_of_folic_acid_synthesis
144,SN00756454,"773@0.04um, 51@0.21um, 217@1.04um, 488@5um",254.18932418540047,PK_11195,Antagonist_at_peripheral_benzodiazepine_receptors
145,SN00734959,"103@0.04um, 259@0.21um, 405@1.04um, 393@5um",255.26786179000356,2-Methyl-5-hydroxytryptamine_maleate,5-HT3_Serotonin_receptor_agonist
146,SN00735165,"140@0.04um, 196@0.21um, 773@1.04um, 202@5um",255.84606549373606,Quazinone,Phosphodiesterase_III_(PDE_III)_inhibitor
147,SN00765811,"773@0.04um, 773@0.21um, 55@1.04um, 131@5um",256.15229025171885,ITSA-1,Inhibitor_of_TSA_activity
148,SN00735544,"349@0.04um, 626@0.21um, 223@1.04um, 89@5um",256.61004773977385,BMS-193885,"BMS-193885_is_a_potent,_selective_Y1_antagonist_that_is_active_in_both_acute_and_chronic_animal_models_of_food_intake"
149,SN00735440,"517@0.04um, 413@0.21um, 124@1.04um, 170@5um",259.01672050009506,SC-58125,SC-58125_is_a_selective_cyclooxygenase_2_(COX-2)_inhibitor
150,SN00734496,"773@0.04um, 773@0.21um, 773@1.04um, 10@5um",260.6961517704288,NADPH_tetrasodium,"Cofactor_for_many_enzymes,_including_nitric_oxide_synthase"
150,SN00735385,"10@0.04um, 773@0.21um, 773@1.04um, 773@5um",260.6961517704288,Cephradine,Semisynthetic_cephalosporin_antibiotic;_interferes_with_cell_wall_synthesis
150,SN00737150,"773@0.04um, 773@0.21um, 10@1.04um, 773@5um",260.6961517704288,Amiloride_hydrochloride_dihydrate,"Antialdosteron,_Na+_channel_inhibitor"
153,SN00735268,"88@0.04um, 773@0.21um, 773@1.04um, 92@5um",263.7286865340688,Tetradecylthioacetic_acid,Peroxisome_proliferator-activated_receptor_(PPAR)-alpha_agonist
154,SN00737854,"73@0.04um, 149@0.21um, 579@1.04um, 773@5um",264.1446364103162,Nifedipine,L-type_Ca2+_channels_blocker
155,SN00735694,"773@0.04um, 773@0.21um, 222@1.04um, 37@5um",264.68444633816637,Dipyridamole,Coronary_vasodilator;_adenosine_transport_inhibitor
156,SN00737476,"106@0.04um, 773@0.21um, 220@1.04um, 280@5um",266.54253131673045,Erlotinib,tyrosine_kinase_inhibitor
157,SN00737234,"11@0.04um, 773@0.21um, 773@1.04um, 773@5um",266.9824977197323,Colistin_sulfate,Performs_membrane_ionophores
157,SN00737808,"773@0.04um, 11@0.21um, 773@1.04um, 773@5um",266.9824977197323,Trimethadione,Ca++_channel_blocker_voltage_dependant_?
157,SN00737914,"773@0.04um, 773@0.21um, 11@1.04um, 773@5um",266.9824977197323,Leflunomide,Inhibitor_of__T_and_B_cell_proliferation
160,SN00734557,"166@0.04um, 773@0.21um, 52@1.04um, 773@5um",267.98939290856197,Guvacine_hydrochloride,GABA_uptake_inhibitor
161,SN00734552,"48@0.04um, 773@0.21um, 345@1.04um, 411@5um",269.32112012539045,5-Aminovaleric_acid_hydrochloride,Weak_GABA-B_receptor_antagonist
162,SN00735115,"137@0.04um, 554@0.21um, 186@1.04um, 375@5um",269.7389334436866,2-Chloro-2-deoxy-D-glucose,Analog_of_2-fluoro-2-deoxyglucose
163,SN00737371,"67@0.04um, 773@0.21um, 773@1.04um, 136@5um",271.63965782342274,Famotidine,H2_histaminic_antagonist
164,SN00736849,"773@0.04um, 12@0.21um, 773@1.04um, 773@5um",272.8537531472283,Loxapine_succinate,Dopamine_antagonist
164,SN00750262,"773@0.04um, 773@0.21um, 773@1.04um, 12@5um",272.8537531472283,PF-2341066,"c-Met,_ALK"
166,SN00750303,"212@0.04um, 63@0.21um, 773@1.04um, 555@5um",275.12953987583074,AZD1480,JAK
167,SN00755897,"24@0.04um, 403@0.21um, 773@1.04um, 773@5um",275.7203486067795,(S)-SNAP_5114,GABA_uptake_inhibitor
168,SN00755579,"773@0.04um, 16@0.21um, 608@1.04um, 773@5um",276.11858392495117,4-Methylhistamine_dihydrochloride,"Selective,_high_affinity_H4_agonist"
169,SN00750339,"214@0.04um, 773@0.21um, 281@1.04um, 127@5um",277.1888949070564,ZSTK474,PI3K
170,SN00765809,"147@0.04um, 257@0.21um, 205@1.04um, 773@5um",278.16081699893857,SAHA,HDAC_inhibitor
171,SN00734976,"13@0.04um, 773@0.21um, 773@1.04um, 773@5um",278.36873669654784,S(-)-Timolol_maleate,beta_Adrenoceptor_antagonist;_antihypertensive;_antiarrhythmic;_antiglaucoma_agent
172,SN00765830,"230@0.04um, 45@0.21um, 773@1.04um, 773@5um",280.43023402325485,CTPB,HAT_inhibitor
173,SN00737568,"773@0.04um, 773@0.21um, 63@1.04um, 168@5um",282.0020106119789,Fluocinolone_acetonide,NA
174,SN00737575,"773@0.04um, 773@0.21um, 564@1.04um, 19@5um",282.8771860681822,Chlorhexidine,Detergent
175,SN00735465,"22@0.04um, 773@0.21um, 773@1.04um, 491@5um",283.44303538221493,AB-MECA,High_affinity_A3_adenosine_receptor_agonist
176,SN00750228,"773@0.04um, 773@0.21um, 773@1.04um, 14@5um",283.5741437180172,KW_2449,"Flt,_Abl,_Aurora_Kinase"
176,SN00755575,"14@0.04um, 773@0.21um, 773@1.04um, 773@5um",283.5741437180172,1-Acetyl-4-methylpiperazine_hydrochloride,Nicotinic_agonist
178,SN00742800,"529@0.04um, 167@0.21um, 773@1.04um, 96@5um",284.5481180020406,SD169,MAPK_(p38MAP)
179,SN00737841,"107@0.04um, 103@0.21um, 773@1.04um, 773@5um",284.8688730885509,Gliclazide,K+_channel_voltage_dependant_inhibitor
180,SN00755948,"168@0.04um, 205@0.21um, 302@1.04um, 634@5um",284.96389344849666,API-2,Selective_inhibitor_of_Akt/PKB_signaling._Antitumor_and_antiviral
181,SN00734466,"190@0.04um, 376@0.21um, 125@1.04um, 773@5um",288.24231570645713,Dantrolene_sodium,Inhibits_intracellular_Ca2+_release_from_the_sarcoplasmic_reticulum;_muscle_relaxant
182,SN00735327,"15@0.04um, 773@0.21um, 773@1.04um, 773@5um",288.50771769978456,ATPO,Competitive_antagonist_at_GluR1-4_(AMPA-preferring)_receptors
182,SN00742878,"773@0.04um, 773@0.21um, 773@1.04um, 15@5um",288.50771769978456,GNE-490,pan-PI3K
184,SN00734566,"773@0.04um, 773@0.21um, 46@1.04um, 255@5um",289.34384607871186,Amantadine_hydrochloride,Dopamine_releaser_used_in_the_treatment_of_Parkinsonism_and_drug-related_extrapyramidal_reactions;_antiviral_(Influenza_A)
185,SN00755693,"245@0.04um, 162@0.21um, 231@1.04um, 773@5um",290.147039204084,"ICI-199,441_hydrochloride",Potent_kappa_agonist
186,SN00737621,"773@0.04um, 33@0.21um, 360@1.04um, 773@5um",290.2644553744481,Josamycin,Ribosomal_protein_synthesis_inhibitor
187,SN00737842,"146@0.04um, 209@0.21um, 305@1.04um, 773@5um",291.2357057533358,Sulpiride,D2_antagonist
188,SN00742854,"283@0.04um, 337@0.21um, 98@1.04um, 773@5um",291.5449186616739,GSK-25,ROCK
