Combined_rank,name,Rank_at_dose,Rank_product_metric,Drug.Name,Main.Target
23,SN00755744,"460@0.04um, 1402@0.21um, 8@1.04um, 4@5um",67.40062999418771,Doxorubicin_hydrochloride,Antitumor_antibiotic_agent._Inhibits_DNA_topoisomerase_II
24,SN00750485,"238@0.04um, 97@0.21um, 30@1.04um, 33@5um",69.14264218942621,ABT-869,"RTK,_VEGFR,_PDGFR,_FGFR"
25,SN00844621,"7@0.04um, 53@0.21um, 59@1.04um, 1402@5um",74.42922274311272,Dinaciclib,CDK9_Inhibitor
26,SN00750232,"1402@0.04um, 12@0.21um, 55@1.04um, 42@5um",78.95603118319299,Flavopiridol(Alvocidib),CDK
27,SN00750250,"1402@0.04um, 30@0.21um, 37@1.04um, 46@5um",91.98292293957856,PHA-680632,Aurora_Kinase
28,SN00737630,"51@0.04um, 24@0.21um, 375@1.04um, 190@5um",96.63658442724488,Nitrofurantoin,Bacterial_DNA_damage
29,SN00737603,"273@0.04um, 237@0.21um, 39@1.04um, 44@5um",102.64955456433387,Fludarabine,inhibits_DNA_synthesis_by_interfering_with_ribonucleotide_reductase_and_DNA_polymerase
30,SN00735028,"1402@0.04um, 1402@0.21um, 6@1.04um, 11@5um",106.7234830920525,cis-4-Aminocrotonic_acid,GABA-C_receptor_agonist
31,SN00756456,"239@0.04um, 652@0.21um, 36@1.04um, 24@5um",107.71837911942566,BIO,"Potent,_selective_GSK-3_inhibitor"
32,SN00755742,"1402@0.04um, 1402@0.21um, 13@1.04um, 6@5um",111.27501397255199,Daunorubicin_hydrochloride,RNA_synthesis_inhibitor
33,SN00750267,"1402@0.04um, 126@0.21um, 69@1.04um, 15@5um",116.2825982324523,PHA-739358(Danusertib),"Aurora_Kinase,_Bcr-Abl"
34,SN00737301,"46@0.04um, 40@0.21um, 89@1.04um, 1204@5um",118.4973338956246,"Hydroxytacrine_maleate_(R,S)",Acetylcholine_esterase_inhibitor
35,SN00742818,"1037@0.04um, 120@0.21um, 25@1.04um, 71@5um",121.91007261610537,Flavopiridol_(HMR-1275__Alvocidib__L868275),CDK
36,SN00756266,"612@0.04um, 44@0.21um, 100@1.04um, 88@5um",124.07140283881533,Fananserin,5-HT2A_antagonist._Also_D4_antagonist
37,SN00742868,"1402@0.04um, 19@0.21um, 143@1.04um, 78@5um",131.29042787239143,XL147_(SAR245408),PI3K
38,SN00755529,"148@0.04um, 366@0.21um, 45@1.04um, 128@5um",132.9050003894076,A_61603_hydrobromide,alpha1A_agonist
39,SN00756212,"1402@0.04um, 1402@0.21um, 22@1.04um, 8@5um",136.3804671656212,SN_38,DNA_topoisomerase_I_inhibitor;_antitumor
40,SN00750325,"74@0.04um, 28@0.21um, 161@1.04um, 1043@5um",136.57618705487977,Docetaxel,Microtubule_Formation
41,SN00737293,"72@0.04um, 57@0.21um, 302@1.04um, 285@5um",137.09284487674267,Perhexiline_maleate,Ca2+_blocking_agent
42,SN00755942,"127@0.04um, 174@0.21um, 153@1.04um, 124@5um",143.0923846503504,Lamotrigine,Inhibits_glutamate_release._Anticonvulsant
43,SN00735394,"682@0.04um, 227@0.21um, 87@1.04um, 34@5um",146.28577617990982,BIO,"Potent,_selective,_reversible,_and_ATP-competitive_glycogen_synthase_kinase_3alpha/beta_(GSK-3alpha/beta)_inhibitor"
44,SN00734488,"180@0.04um, 23@0.21um, 428@1.04um, 293@5um",150.94819792462974,Phosphoramidon_disodium,Inhibitor_of_mammalian_enkephalinase_and_some_metallo-endopeptidases;_potent_inhibitor_of_thermolysin_and_other_bacterial_metallo-endopeptidases
45,SN00735140,"75@0.04um, 65@0.21um, 214@1.04um, 514@5um",152.17309654571656,N-Succinyl-L-proline,Potent_and_specific_angiotensin_converting_enzyme_(ACE)_inhibitor
46,SN00750180,"181@0.04um, 39@0.21um, 123@1.04um, 677@5um",155.70739554885373,Clopidogrel_bisulfate,NULL
47,SN00750320,"1402@0.04um, 124@0.21um, 34@1.04um, 105@5um",157.83724023575706,BIRB_796,p38_MAPK
48,SN00737275,"81@0.04um, 314@0.21um, 46@1.04um, 549@5um",159.1974880403577,Benzethonium_chloride,Detergent
49,SN00737003,"335@0.04um, 34@0.21um, 107@1.04um, 536@5um",159.87040415453802,Loperamide_hydrochloride,Ca2+_channel_antagonist
50,SN00750333,"1402@0.04um, 1402@0.21um, 20@1.04um, 19@5um",165.31790992764314,Cladribine,Antimetabolites
51,SN00737057,"55@0.04um, 133@0.21um, 85@1.04um, 1402@5um",171.8285469130535,Homochlorcyclizine_dihydrochloride,"H1_antagonist,_5-HT_antagonist"
52,SN00750309,"37@0.04um, 74@0.21um, 244@1.04um, 1402@5um",174.94148991649973,Zibotentan(ZD4054),ETA-receptor
53,SN00756057,"243@0.04um, 129@0.21um, 141@1.04um, 216@5um",175.77909004284479,Mirtazepine,"Potent_5-HT2_antagonist._Also_5-HT3,_H1_and_alpha2-antagonist._Antidepressant"
54,SN00737961,"207@0.04um, 279@0.21um, 250@1.04um, 72@5um",179.56089584099558,Acetaminophen,Cyclooxygenase_inhibitor
55,SN00735010,"98@0.04um, 91@0.21um, 719@1.04um, 166@5um",180.6242727961025,BW_284c51,Selective_acetylcholinesterase_inhibitor
56,SN00736981,"33@0.04um, 64@0.21um, 680@1.04um, 742@5um",180.6765058189138,Bromhexine_hydrochloride,NA
57,SN00735189,"1402@0.04um, 1402@0.21um, 49@1.04um, 13@5um",188.10869256204933,Ellipticine,Cytochrome_P450_(CYP1A1)and_DNA_topoisomerase_II_inhibitor
58,SN00756263,"15@0.04um, 281@0.21um, 634@1.04um, 508@5um",191.94978821517648,AF-DX_116,Selective_M2_antagonist
59,SN00750391,"1402@0.04um, 1402@0.21um, 17@1.04um, 41@5um",192.38987007109603,NVP-BEP800,HSP90
60,SN00750388,"158@0.04um, 337@0.21um, 324@1.04um, 81@5um",193.34335668696372,VX-222,HCV_protease
61,SN00734858,"69@0.04um, 130@0.21um, 569@1.04um, 276@5um",193.73293050326933,Nortriptyline_hydrochloride,Tricyclic_antidepressant
62,SN00734897,"13@0.04um, 532@0.21um, 497@1.04um, 433@5um",196.41507512407605,SKF_83959_hydrobromide,Atypical_D1_dopamine_receptor_agonist;_displays_antagonist_activity_in_vitro_and_agonist_activity_in_vivo
63,SN00756056,"71@0.04um, 178@0.21um, 1402@1.04um, 86@5um",197.5746421335805,Streptozocin,DNA_alkylator;_antitumor_and_induces_diabetes
64,SN00756247,"506@0.04um, 572@0.21um, 180@1.04um, 30@5um",198.83144848876879,GF_109203X,Protein_kinase_C_inhibitor
65,SN00737044,"36@0.04um, 151@0.21um, 1402@1.04um, 217@5um",201.6609454118102,Bupropion_hydrochloride,NA
66,SN00742794,"56@0.04um, 62@0.21um, 340@1.04um, 1402@5um",201.69803248379858,E7080,Multi_Kinase_Inhibitor_(VEGFR__FGFR_and_SCFR)
67,SN00742866,"79@0.04um, 50@0.21um, 307@1.04um, 1402@5um",203.0583585500363,LY294002,PI3K
68,SN00734792,"380@0.04um, 121@0.21um, 1402@1.04um, 27@5um",204.2538193552541,Amsacrine_hydrochloride,DNA_topoisomerase_II_inhibitor
69,SN00734615,"17@0.04um, 117@0.21um, 1402@1.04um, 645@5um",205.9375908419846,1-(m-Chlorophenyl)-biguanide_hydrochloride,5-HT3_serotonergic_receptor_agonist
70,SN00750289,"119@0.04um, 42@0.21um, 263@1.04um, 1402@5um",207.19296410608257,Masitinib(AB1010),"c-Kit,_PDGFR,_FGFR,_VEGFR"
71,SN00750438,"161@0.04um, 89@0.21um, 436@1.04um, 296@5um",207.37123816593666,Pimobendan(Vetmedin),PDE
72,SN00755791,"44@0.04um, 315@0.21um, 102@1.04um, 1402@5um",210.99776445199035,trans-Triprolidine_hydrochloride,"Standard_H1_antagonist,_highly_potent"
73,SN00756062,"370@0.04um, 48@0.21um, 855@1.04um, 132@5um",211.59029879261263,Ro_08-2750,Inhibits_NGF_binding_to_p75NTR_and_TrkA
74,SN00737341,"94@0.04um, 83@0.21um, 387@1.04um, 715@5um",215.55382717907378,Bephenium_hydroxynaphthoate,NA
75,SN00734436,"150@0.04um, 184@0.21um, 90@1.04um, 898@5um",217.32364576940842,Pentolinium_di[L(+)-tartrate],Peripheral_ganglionic_nicotinic_acetylcholine_receptor_antagonist
76,SN00756351,"1402@0.04um, 183@0.21um, 79@1.04um, 111@5um",217.78967827895715,MCI-186,Anti-ischemic_and_antioxidant
77,SN00737029,"8@0.04um, 148@0.21um, 1402@1.04um, 1402@5um",219.64025154232328,Metoclopramide_monohydrochloride,"5-HT3_antagonist,_Dopamine_antagonist"
78,SN00737531,"143@0.04um, 1203@0.21um, 137@1.04um, 101@5um",220.88229265885062,Methotrexate,NA
79,SN00756033,"790@0.04um, 354@0.21um, 48@1.04um, 184@5um",222.93196980490526,"(S)-3,4-DCPG","Potent,_selective_mGlu8a_agonist"
80,SN00735124,"49@0.04um, 149@0.21um, 728@1.04um, 482@5um",224.97807242712503,"ICI_63,137",Phosphodiesterase_IV_(PDE_4)_inhibitor
81,SN00735270,"955@0.04um, 71@0.21um, 93@1.04um, 424@5um",227.3932827396841,LE_300,"Potent,_selective_D1_dopamine_receptor_antagonist"
82,SN00742812,"1402@0.04um, 238@0.21um, 134@1.04um, 60@5um",227.58584909301587,SNS-032_(BMS387032),CDK
83,SN00750280,"1402@0.04um, 1402@0.21um, 28@1.04um, 49@5um",227.883318243297,SNS-032(BMS-387032),CDK
84,SN00737147,"197@0.04um, 313@0.21um, 351@1.04um, 127@5um",228.97093115305753,Acebutolol_hydrochloride,Beta1_antagonist
85,SN00750263,"20@0.04um, 728@0.21um, 590@1.04um, 322@5um",229.3334025423549,SB_525334,ALK
86,SN00755944,"93@0.04um, 150@0.21um, 1402@1.04um, 151@5um",233.11745445256287,1-Naphthyl_PP1,Src_family_kinase_inhibitor;_also_inhibits_c-Abl
87,SN00756048,"997@0.04um, 29@0.21um, 419@1.04um, 247@5um",233.88428023427778,Cordycepin,RNA_synthesis_inhibitor
88,SN00735655,"1402@0.04um, 192@0.21um, 31@1.04um, 367@5um",235.24437631599184,Nilutamide,Antiandrogen
89,SN00756003,"129@0.04um, 159@0.21um, 577@1.04um, 264@5um",236.42404511859118,(R)-3-Carboxy-4-hydroxyphenylglycine,Ionotropic_glutamate_receptor_antagonist
90,SN00737538,"221@0.04um, 468@0.21um, 81@1.04um, 373@5um",236.43294638637954,Astemizole,H1_antagonist
91,SN00737120,"1402@0.04um, 86@0.21um, 98@1.04um, 275@5um",238.7543585846872,Vancomycin_hydrochloride,Bacterial_mucopeptide_biosynthesis_inhibitor
92,SN00750193,"217@0.04um, 253@0.21um, 44@1.04um, 1402@5um",241.23773171837126,Topotecan_Hydrochloride,Topoisomerase
93,SN00735266,"1402@0.04um, 60@0.21um, 1402@1.04um, 29@5um",241.83063646977868,RepSox,"RepSox_Inhibits_TGF-beta_receptor_signaling_Retroviral_transduction_of_Sox2,_Oct4,_and_Klf4_genes_results_in_direct_reprogramming_of_somatic_cells_into_induced_pluripotent_stem_cells_(iPSCs)"
94,SN00742752,"43@0.04um, 657@0.21um, 441@1.04um, 280@5um",243.02872669335426,SB-216763,GSK-3
95,SN00756350,"1402@0.04um, 52@0.21um, 309@1.04um, 158@5um",244.25402603091172,7-Nitroindazole,Non-selective_NOS_inhibitor
96,SN00750169,"1402@0.04um, 108@0.21um, 54@1.04um, 457@5um",247.24096627841828,Amlodipine_besylate,calcium_channel
97,SN00736868,"285@0.04um, 104@0.21um, 1402@1.04um, 98@5um",252.61729017822356,Chicago_sky_blue_6B,Competitive_glutamate_uptake_inhibitor
98,SN00735085,"26@0.04um, 112@0.21um, 1107@1.04um, 1402@5um",259.28163180239113,L-Methionine_sulfoximine,Ornithine_decarboxylase_activator;_glutamine_synthetase_inhibitor
99,SN00755749,"1402@0.04um, 524@0.21um, 155@1.04um, 40@5um",259.78719906025566,CPT_11,DNA_topoisomerase_I_inhibitor;_antitumor
100,SN00737079,"34@0.04um, 294@0.21um, 581@1.04um, 809@5um",261.8109010528634,Guanfacine_hydrochloride,Alpha_2A_agonist
101,SN00755733,"360@0.04um, 248@0.21um, 326@1.04um, 165@5um",263.2473035984262,GNTI_dihydrochloride,"Potent,_selective_kappa_antagonist"
102,SN00734957,"66@0.04um, 92@0.21um, 571@1.04um, 1402@5um",264.04562206842974,Tamoxifen_citrate,Anti-estrogen;_relatively_selective_protein_kinase_C_inhibitor
103,SN00737875,"89@0.04um, 218@0.21um, 179@1.04um, 1402@5um",264.15685554189645,Ethotoin,NA
104,SN00756255,"187@0.04um, 796@0.21um, 206@1.04um, 159@5um",264.24376870882855,EO_1428,Selective_inhibitor_of_p38alpha_and_p38beta2
105,SN00750282,"1402@0.04um, 1402@0.21um, 66@1.04um, 38@5um",264.9756034341243,AT7519,CDK
106,SN00742856,"196@0.04um, 164@0.21um, 417@1.04um, 376@5um",266.4440060929663,S6K-18,S6K
107,SN00755831,"513@0.04um, 67@0.21um, 242@1.04um, 618@5um",267.76203636028606,Cetirizine_dihydrochloride,Selective_H1_antagonist
108,SN00737185,"1402@0.04um, 84@0.21um, 32@1.04um, 1402@5um",269.60709870725316,Promethazine_hydrochloride,"Histamine_receptor_antagonist,_Anticholinergic"
109,SN00735486,"137@0.04um, 478@0.21um, 60@1.04um, 1402@5um",272.43439206038363,Aurintricarboxylic_acid,DNA_topoisomerase_II_inhibitor
110,SN00734723,"1402@0.04um, 111@0.21um, 80@1.04um, 448@5um",273.2811951650181,FPL_64176,Potent_L-type_Ca2+_channel_activator
111,SN00736909,"40@0.04um, 1402@0.21um, 73@1.04um, 1402@5um",275.2451782155032,Pilocarpine_nitrate,Cholinergic
112,SN00735282,"261@0.04um, 17@0.21um, 1402@1.04um, 983@5um",279.63899976764293,Imipenem_monohydrate,broad_spectrum_beta-lactam_antibiotic
113,SN00750401,"82@0.04um, 213@0.21um, 251@1.04um, 1402@5um",279.99727050491384,Ritonavir,HIV_protease
114,SN00737056,"1402@0.04um, 256@0.21um, 101@1.04um, 171@5um",280.59269851432947,Quinidine_hydrochloride_monohydrate,Heme_polymerase_inhibitor
115,SN00756489,"45@0.04um, 611@0.21um, 433@1.04um, 523@5um",280.9058782148294,Cilnidipine,Ca2+_channel_blocker_(dual_L-type)
116,SN00737108,"194@0.04um, 43@0.21um, 543@1.04um, 1402@5um",282.29585877742375,Alizapride_HCl,NA
117,SN00755462,"21@0.04um, 513@0.21um, 1402@1.04um, 444@5um",286.1652606076083,3`-Fluorobenzylspiperone_maleate,D2-like_receptor_ligand
118,SN00735263,"544@0.04um, 132@0.21um, 71@1.04um, 1402@5um",290.7667875524909,CGS-15943,"Highly_potent,_non-selective_A1_adenosine_receptor_antagonist"
119,SN00737372,"303@0.04um, 32@0.21um, 1402@1.04um, 545@5um",293.38255112096886,Pyrvinium_pamoate,metabolic_inhibitor
120,SN00735371,"438@0.04um, 255@0.21um, 560@1.04um, 119@5um",293.7225702111863,SB-525334,A_potent_activin_receptor-like_kinase_(ALK5)/_type_I_TGF§-receptor_kinase_inhibitor
121,SN00756060,"53@0.04um, 115@0.21um, 1118@1.04um, 1093@5um",293.7709981453974,§-CCB,"Benzodiazepine_inverse_agonist,_putative_endogenous_ligand"
122,SN00755932,"1402@0.04um, 207@0.21um, 278@1.04um, 94@5um",295.1024072161353,"(R,R)-THC",Potent_subtype_selective_ligand;_ERalpha_agonist/ERbeta_antagonist
123,SN00742802,"1402@0.04um, 775@0.21um, 253@1.04um, 28@5um",296.1979627816018,Danusertib_(PHA-739358),AUR_BCR-ABL_FGFR
124,SN00756079,"235@0.04um, 592@0.21um, 310@1.04um, 182@5um",297.6498463521092,AEG_3482,Inhibitor_of_JNK_signaling
125,SN00750482,"1197@0.04um, 1402@0.21um, 70@1.04um, 69@5um",300.0525511902494,Apigenin,P450
126,SN00750387,"63@0.04um, 223@0.21um, 443@1.04um, 1402@5um",305.63232703268153,Raltegravir,HIV_Integrase
127,SN00755972,"229@0.04um, 197@0.21um, 232@1.04um, 863@5um",308.2833873532233,(R)-(+)-HA-966,"NMDA_partial_agonist/antagonist,_acts_at_glycine_site"
128,SN00736972,"22@0.04um, 209@0.21um, 1402@1.04um, 1402@5um",308.33033057710617,Esmolol_hydrochloride,cardioselective_beta1_receptor_blocker
129,SN00735030,"600@0.04um, 95@0.21um, 115@1.04um, 1402@5um",309.6208349166274,L-Cycloserine,Blocks_sphingosine_biosynthesis_by_inhibition_of_ketosphinganine_synthetase
130,SN00755541,"1402@0.04um, 909@0.21um, 38@1.04um, 193@5um",310.9304107829009,SCH_202676_hydrobromide,Inhibitor_of_ligand_binding_to_G-protein-coupled_receptors
131,SN00735341,"1402@0.04um, 442@0.21um, 160@1.04um, 95@5um",311.53257709594277,Furosemide,"Na+,K+,Cl-_cotransport"
132,SN00750306,"777@0.04um, 829@0.21um, 125@1.04um, 120@5um",313.5210479440589,ABT-751,Microtubule_Formation
133,SN00735239,"109@0.04um, 179@0.21um, 491@1.04um, 1063@5um",317.6680750657624,Estrone,Luteolytic_estrogen_produced_by_the_corpus_luteum
134,SN00734484,"136@0.04um, 566@0.21um, 359@1.04um, 372@5um",318.4184192420023,Fusidic_acid_sodium,Inhibits_protein_synthesis_in_prokaryotes
135,SN00756253,"80@0.04um, 653@0.21um, 145@1.04um, 1402@5um",321.0183040578371,WAY_213613,"Potent,_non-substrate_EAAT2_inhibitor"
136,SN00755820,"293@0.04um, 420@0.21um, 303@1.04um, 298@5um",324.67133803767706,YS-035_hydrochloride,Inhibits_K+_outward/pacemaker_current
137,SN00737637,"152@0.04um, 292@0.21um, 217@1.04um, 1165@5um",325.4640501897913,Idoxuridine,"Nucleic_acid_synthesis_inhibitors,_Antimetabolite"
138,SN00735279,"24@0.04um, 244@0.21um, 1402@1.04um, 1402@5um",327.5474885297215,Nialamide,Monoamine_oxidase_inhibitor
139,SN00756049,"304@0.04um, 1402@0.21um, 333@1.04um, 82@5um",328.4504950477285,D-64131,Inhibitor_of_tubulin_polymerization._Antitumor_in_vivo
140,SN00734482,"120@0.04um, 408@0.21um, 1007@1.04um, 240@5um",329.81509634230724,MK-886,Potent_and_specific_inhibitor_of_leukotriene_biosynthesis
141,SN00737183,"404@0.04um, 51@0.21um, 410@1.04um, 1402@5um",329.8912928201003,Raloxifene_hydrochloride,NA
142,SN00737095,"325@0.04um, 186@0.21um, 140@1.04um, 1402@5um",330.04114765852063,GBR_12909_dihydrochloride,Dopamine_reuptake_inhibitor
143,SN00734618,"68@0.04um, 1402@0.21um, 1402@1.04um, 90@5um",331.17829226132767,Cirazoline_hydrochloride,Selective_alpha1_adrenoceptor_agonist;_non-selective_imidazoline_binding_site_ligand
144,SN00737543,"1131@0.04um, 194@0.21um, 99@1.04um, 597@5um",337.4570185225078,Zopiclone,NA
145,SN00756259,"475@0.04um, 293@0.21um, 68@1.04um, 1402@5um",339.39429597459576,3-MPPI,alpha1_ligand
146,SN00737445,"195@0.04um, 75@0.21um, 1402@1.04um, 654@5um",340.29487555653805,Temozolomide,"alkylate_DNA,_particuliary_the_N-7_or_O-6_positions_of_guanine_residues"
147,SN00750359,"572@0.04um, 424@0.21um, 258@1.04um, 218@5um",341.75078533439057,SB_216763,GSK-3
148,SN00734975,"733@0.04um, 234@0.21um, 57@1.04um, 1402@5um",342.165072302876,Flupirtine_maleate,NMDA_glutamate_receptor_antagonist;_centrally_acting_analgesic
149,SN00737606,"67@0.04um, 504@0.21um, 807@1.04um, 504@5um",342.33582713478563,Penciclovir,inhibits_viral_DNA_polymerase
150,SN00737137,"111@0.04um, 199@0.21um, 446@1.04um, 1402@5um",342.81888012337237,Yohimbine_hydrochloride,Alpha_antagonist
151,SN00750195,"660@0.04um, 79@0.21um, 194@1.04um, 1402@5um",345.0882662584987,SB_743921,Kinesin_spindle_protein
152,SN00737055,"845@0.04um, 210@0.21um, 128@1.04um, 632@5um",346.13918191237764,Ethambutol_dihydrochloride,Chelating_agent
153,SN00756490,"345@0.04um, 751@0.21um, 457@1.04um, 123@5um",347.3922183127468,GW_7647,"Highly_selective,_potent_PPARalpha_agonist._Orally_active"
154,SN00742814,"1402@0.04um, 1402@0.21um, 33@1.04um, 225@5um",347.574671770966,PHA690509,CDK
155,SN00735093,"87@0.04um, 299@0.21um, 404@1.04um, 1402@5um",348.40145088760795,(-)-alpha-Methylnorepinephrine,Active_enantiomer;_adrenoceptor_agonist;_vasoconstrictor;_antihypertensive
156,SN00750186,"76@0.04um, 154@0.21um, 899@1.04um, 1402@5um",348.50619673043803,Vatalanib,"VEGFR,_c-Kit,_Flk,_Flt,_FGFR"
157,SN00734944,"663@0.04um, 405@0.21um, 524@1.04um, 108@5um",351.10005582842575,Diphenyleneiodonium_chloride,Endothelial_nitric_oxide_synthase_inhibitor
158,SN00737497,"620@0.04um, 46@0.21um, 1402@1.04um, 384@5um",352.01177392089977,Spironolactone,Aldosterone_antagonist
159,SN00737590,"1402@0.04um, 36@0.21um, 220@1.04um, 1402@5um",353.22814631183826,Oxibendazol,NA
160,SN00755780,"30@0.04um, 346@0.21um, 1171@1.04um, 1288@5um",353.7264437893532,Guanfacine_hydrochloride,alpha2A_agonist
161,SN00737607,"16@0.04um, 498@0.21um, 1402@1.04um, 1402@5um",353.76212840494276,Amifostine,NA
162,SN00735539,"57@0.04um, 250@0.21um, 1402@1.04um, 784@5um",353.76896839002717,PD-184161,PD-184161_is_a_MEK_inhibitor
163,SN00756244,"99@0.04um, 1402@0.21um, 103@1.04um, 1125@5um",356.1174368155282,SR_27897,Potent_and_selective_CCK1_antagonist
164,SN00737291,"274@0.04um, 170@0.21um, 636@1.04um, 543@5um",356.1345492139265,Irsogladine_maleate,selective_PDE4_inhibitor_which_also_enhances_gap_junction_intercellular_communication
165,SN00736926,"276@0.04um, 302@0.21um, 854@1.04um, 231@5um",358.093525555457,Doxazosin_mesylate,Alpha_1_adrenergic_antagonist
166,SN00756104,"1402@0.04um, 6@0.21um, 1402@1.04um, 1402@5um",358.5905355348123,A_205804,Selective_inhibitor_of_E-selectin_and_ICAM-1_expression
167,SN00737047,"259@0.04um, 190@0.21um, 245@1.04um, 1402@5um",360.5718895240853,Nortriptyline_hydrochloride,Norepinephrine_uptake_inhibitor
168,SN00742870,"118@0.04um, 1402@0.21um, 75@1.04um, 1402@5um",363.16988164330166,Mubritinib_(TAK-165),HER2
169,SN00736955,"1402@0.04um, 167@0.21um, 211@1.04um, 353@5um",363.3962248907085,Ondansetron_Hydrochloride,Serotonergic_receptor_antagonist
170,SN00756236,"1402@0.04um, 254@0.21um, 35@1.04um, 1402@5um",363.5795493917124,Aminopurvalanol_A,Cyclin-dependent_kinase_inhibitor
171,SN00735559,"251@0.04um, 1402@0.21um, 43@1.04um, 1158@5um",363.8309894597197,4-Aminopyridine,Induces_depolarization_of_GABA_neurons;_weak_non-selective_K+-channel_blocker;_anticonvulsant
172,SN00755556,"226@0.04um, 859@0.21um, 931@1.04um, 99@5um",365.7392918258442,GR_32191_hydrochloride,Potent_thromboxane_A2/TP_receptor_antagonist
173,SN00734716,"1402@0.04um, 415@0.21um, 40@1.04um, 769@5um",365.7594960762473,CNS-1102,Noncompetitive_NMDA_glutamate_receptor_antagonist
174,SN00735269,"237@0.04um, 436@0.21um, 235@1.04um, 754@5um",367.8480946452257,Ciprofibrate,Peroxizome_proliferator;specific_ligand_for_the_nuclear_peroxisome_proliferator-activated_receptor_alpha_(PPARalpha)
175,SN00736966,"714@0.04um, 239@0.21um, 77@1.04um, 1402@5um",368.4119535024564,Procarbazine_hydrochloride,DNA_replication_inhibitor
176,SN00735490,"885@0.04um, 45@0.21um, 331@1.04um, 1402@5um",368.7083287311371,Bicalutamide_(CDX),A_non-steroidal_Androgen_Receptor_(AR)_antagonist_and_a_pure_antiandrogen
177,SN00734612,"92@0.04um, 1209@0.21um, 119@1.04um, 1402@5um",369.0857482377151,(-)-Isoproterenol_hydrochloride,beta-Adrenoceptor_agonist;_increases_cytosolic_cAMP
178,SN00735126,"501@0.04um, 72@0.21um, 369@1.04um, 1402@5um",369.6035641315108,(±)-alpha-Methyl-4-carboxyphenylglycine,Competitive_metabotropic_glutamate_receptor_antagonist
179,SN00750424,"1402@0.04um, 456@0.21um, 118@1.04um, 248@5um",369.8380887660988,Bicalutamide(Casodex),androgen_receptor
180,SN00737619,"159@0.04um, 242@0.21um, 677@1.04um, 730@5um",371.347927777197,Erythromycin,Ribosomal_protein_synthesis_inhibitor
