Combined_rank,name,Rank_at_dose,Rank_product_metric,Drug.Name,Main.Target
28,SN00742768,"167@0.04um, 45@0.21um, 47@1.04um, 82@5um",73.36014377416008,BEZ-235_(NVP-BEZ235),PI3K__mTOR
29,SN00734841,"146@0.04um, 35@0.21um, 63@1.04um, 99@5um",75.13618860402357,PD-166285_hydrate,"Src,_FGFR"
30,SN00756080,"705@0.04um, 22@0.21um, 32@1.04um, 72@5um",77.31674606836869,Brefeldin_A,Disrupts_protein_translocation_to_Golgi
31,SN00750181,"705@0.04um, 34@0.21um, 30@1.04um, 52@5um",78.19845238779305,ITF2357,HDAC
32,SN00735552,"705@0.04um, 23@0.21um, 44@1.04um, 65@5um",82.52219031086837,Thapsigargin,"Potent,_cell-permeable,_IP3-independent_intracellular_calcium_releaser"
33,SN00735255,"705@0.04um, 25@0.21um, 40@1.04um, 69@5um",83.51405128801741,Brefeldin_A_from_Penicillium_brefeldianum,Fungal_metabolite_that_disrupts_the_structure_and_function_of_the_Golgi_apparatus
34,SN00750430,"705@0.04um, 68@0.21um, 33@1.04um, 34@5um",85.6392236594716,ABT-263(Navitoclax),Bcl-2
35,SN00734836,"705@0.04um, 705@0.21um, 10@1.04um, 13@5um",89.6562142126742,Emetine_dihydrochloride_hydrate,Apoptosis_inducer;_RNA-Protein_translation_inhibitor
36,SN00755900,"705@0.04um, 153@0.21um, 76@1.04um, 8@5um",89.9903688244883,ARP_101,Inhibitor_of_MMP-2
37,SN00755940,"705@0.04um, 152@0.21um, 57@1.04um, 11@5um",90.53678353898421,Cycloheximide,Inhibitor_of_protein_synthesis
38,SN00742756,"705@0.04um, 70@0.21um, 48@1.04um, 32@5um",93.30815307712497,AZD7762,CHK
39,SN00742851,"42@0.04um, 48@0.21um, 308@1.04um, 131@5um",94.96818434163904,ZSTK474,PI3K
40,SN00756390,"705@0.04um, 705@0.21um, 9@1.04um, 19@5um",96.01599484246636,Anisomycin,Protein_synthesis_inhibitor
41,SN00750330,"44@0.04um, 40@0.21um, 77@1.04um, 705@5um",98.8662649859402,Temsirolimus,mTOR
42,SN00750487,"705@0.04um, 42@0.21um, 43@1.04um, 84@5um",101.69428267352565,PI-103,"PI3K,_mTOR"
43,SN00742843,"705@0.04um, 50@0.21um, 55@1.04um, 62@5um",104.70764094484171,KU0063794,mTOR
44,SN00765845,"705@0.04um, 275@0.21um, 24@1.04um, 27@5um",105.87031473636098,Vorinostat,HDAC
45,SN00756151,"22@0.04um, 47@0.21um, 705@1.04um, 190@5um",108.4840310092503,AM580,Retinoic_acid_analog;_RARalpha_agonist
46,SN00750316,"705@0.04um, 44@0.21um, 51@1.04um, 88@5um",108.62346702939331,WYE-354,mTOR
47,SN00844623,"705@0.04um, 31@0.21um, 68@1.04um, 98@5um",109.8554101309717,GSK1120212,MEK_Inhibitor
48,SN00735550,"11@0.04um, 29@0.21um, 705@1.04um, 705@5um",112.21275607140966,Phorbol_12-myristate_13-acetate,Activates_protein_kinase_C_in_vivo_and_in_vitro;_strong_NO_promoter;_promotes_expression_of_iNOS_in_cultured_hepatocytes;T_lymphocyte_activator
49,SN00735519,"252@0.04um, 101@0.21um, 58@1.04um, 110@5um",112.8848469035414,PD173952,PD173952_is_a_Src_family_kinase_inhibitor
50,SN00750240,"705@0.04um, 55@0.21um, 72@1.04um, 59@5um",113.2880440487474,AZD8330,MEK
51,SN00737973,"705@0.04um, 705@0.21um, 21@1.04um, 18@5um",117.07590092385634,Digoxigenin,Mainly_used_as_a_non-isotopic_label_for_DNA
52,SN00750256,"705@0.04um, 92@0.21um, 46@1.04um, 67@5um",118.9056235368525,Neratinib,"HER2,_EGFR"
53,SN00750372,"298@0.04um, 115@0.21um, 103@1.04um, 57@5um",119.09856978098742,Belinostat(PXD101),HDAC
54,SN00755933,"68@0.04um, 705@0.21um, 70@1.04um, 80@5um",128.00340257428456,"A23187,_free_acid",Calcium_ionophore
55,SN00735122,"89@0.04um, 46@0.21um, 156@1.04um, 497@5um",133.47723645984644,S(+)-Ibuprofen,Active_enantiomer_of_Ibuprofen;_NSAID
56,SN00750423,"351@0.04um, 90@0.21um, 66@1.04um, 154@5um",133.86084758901703,XAV-939,Wnt
57,SN00755507,"705@0.04um, 38@0.21um, 73@1.04um, 167@5um",134.43210876077197,Cytochalasin_D,Disrupts_actin_filament_function
58,SN00750341,"21@0.04um, 36@0.21um, 705@1.04um, 615@5um",134.55396720154803,VX-745,p38_MAPK
59,SN00765803,"705@0.04um, 705@0.21um, 28@1.04um, 25@5um",136.57432680780587,Apicidin,HDAC_inhibitor
60,SN00755429,"705@0.04um, 705@0.21um, 705@1.04um, 1@5um",136.81755898555556,Pyrrolidinedithiocarbamate_ammonium,"Inhibits_NF-kappaB,_prevents_increase_in_NOS_mRNA"
61,SN00755515,"56@0.04um, 66@0.21um, 335@1.04um, 291@5um",137.77405461464758,TCB2,"Potent,_high_affinity_5-HT2A_agonist"
62,SN00742770,"20@0.04um, 202@0.21um, 705@1.04um, 129@5um",138.44907168413735,CYT387,JAK2
63,SN00735542,"705@0.04um, 705@0.21um, 29@1.04um, 31@5um",145.38998154720488,Dihydroouabain,Sodium-potassium_pump_inhibitor
64,SN00844619,"705@0.04um, 705@0.21um, 34@1.04um, 28@5um",147.48701825911164,PF-04691502,ATP-competitive_PI3K/m_TOR_dueal_inhibitor
65,SN00750361,"163@0.04um, 41@0.21um, 705@1.04um, 103@5um",148.42240028193507,GDC-0941,PI3K
66,SN00735138,"207@0.04um, 67@0.21um, 113@1.04um, 311@5um",148.58364057602648,Cantharidic_Acid,Protein_phosphatase_1_(PP1)_and_2A_(PP2A)_inhibitor
67,SN00734760,"50@0.04um, 123@0.21um, 121@1.04um, 705@5um",151.34302169005642,Propafenone_hydrochloride,Blocks_hKv15_and_ATP-sensitive_K+_channels;_beta-adrenoceptor_antagonist
68,SN00738024,"397@0.04um, 705@0.21um, 26@1.04um, 79@5um",154.8442260728936,Disulfiram,Dopamine_beta-hydroxylase_inhibitor
69,SN00742864,"705@0.04um, 705@0.21um, 41@1.04um, 30@5um",157.24282451869706,GSK2126458_(HYR-582),PI3K
70,SN00750242,"705@0.04um, 116@0.21um, 59@1.04um, 128@5um",157.64393681008963,Pelitinib,EGFR
71,SN00742833,"34@0.04um, 705@0.21um, 38@1.04um, 705@5um",159.18794886991952,PI103,PI3K
72,SN00750264,"347@0.04um, 705@0.21um, 53@1.04um, 51@5um",160.35819507570616,AZD7762,CHK
73,SN00734485,"48@0.04um, 53@0.21um, 379@1.04um, 705@5um",161.46796003241673,2-(Methylthio)adenosine_5`-diphosphate_trisodium_salt_hydrate,P2_purinoceptor_agonist
74,SN00755631,"705@0.04um, 705@0.21um, 705@1.04um, 2@5um",162.70441460292713,NSC_632839_hydrochloride,Inhibitor_of_ubiquitin_isopeptidase_activity
75,SN00750480,"705@0.04um, 78@0.21um, 120@1.04um, 118@5um",167.0462548452346,BIBW2992(Tovok),"EGFR,_HER2"
76,SN00750299,"39@0.04um, 96@0.21um, 705@1.04um, 304@5um",168.30601418294785,GDC-0879,B-Raf
77,SN00750420,"705@0.04um, 705@0.21um, 35@1.04um, 49@5um",170.86794236952878,TW-37,Bcl-2
78,SN00742865,"705@0.04um, 457@0.21um, 67@1.04um, 45@5um",176.54204719175127,TG101209,JAK2
79,SN00742828,"38@0.04um, 82@0.21um, 705@1.04um, 445@5um",176.8221407752858,BMS-3,LIMK
80,SN00756178,"30@0.04um, 77@0.21um, 705@1.04um, 617@5um",178.04163146111952,Ch_55,Potent_RAR_agonist
81,SN00737572,"178@0.04um, 95@0.21um, 233@1.04um, 260@5um",178.90324547290618,Fulvestrant,estrogen_receptor_antagonist
82,SN00750376,"705@0.04um, 705@0.21um, 45@1.04um, 47@5um",180.06203389648445,SB939,HDAC
83,SN00750343,"416@0.04um, 705@0.21um, 56@1.04um, 66@5um",181.44859200784288,KU-0063794,mTOR
84,SN00750312,"705@0.04um, 705@0.21um, 36@1.04um, 61@5um",181.7618115256479,AZD8055,mTOR
85,SN00750319,"705@0.04um, 32@0.21um, 69@1.04um, 705@5um",182.00961279835596,RAF265,"RAF,_VEGFR"
86,SN00735081,"27@0.04um, 316@0.21um, 370@1.04um, 365@5um",184.241032518964,Theophylline,Selective_A1_adenosine_receptor_antagonist
87,SN00737988,"23@0.04um, 705@0.21um, 283@1.04um, 256@5um",185.13385245005037,Metyrapone,steroid_11?-hydroxylase_inhibitor
88,SN00755532,"143@0.04um, 94@0.21um, 131@1.04um, 705@5um",187.70726244933545,BD_1008_dihydrobromide,"Potent,_selective_sigma_ligand"
89,SN00742845,"705@0.04um, 161@0.21um, 92@1.04um, 124@5um",189.69510593056,PIK-93,PI3K
90,SN00765817,"705@0.04um, 705@0.21um, 71@1.04um, 37@5um",190.0901339392589,M-344,HDAC_inhibitor
91,SN00750259,"705@0.04um, 705@0.21um, 49@1.04um, 56@5um",192.172210289258,NVP-TAE684,ALK
92,SN00755703,"705@0.04um, 705@0.21um, 705@1.04um, 4@5um",193.48924748815358,JTC_801,Selective_NOP_antagonist
93,SN00844618,"705@0.04um, 705@0.21um, 39@1.04um, 78@5um",197.18976113745927,PKI-587_,PI3K/mTOR
94,SN00755936,"307@0.04um, 71@0.21um, 705@1.04um, 112@5um",203.6812098373072,FCCP,Oxidative_phosphorylation_uncoupler
95,SN00737330,"705@0.04um, 705@0.21um, 705@1.04um, 5@5um",204.58997007871295,Thonzonium_bromide,Detergent
96,SN00737744,"31@0.04um, 705@0.21um, 114@1.04um, 705@5um",204.7204345748592,Betamethasone,NA
97,SN00735645,"705@0.04um, 705@0.21um, 42@1.04um, 86@5um",205.84081555345904,Tetraethylthiuram_disulfide,Alcohol_dehydrogenase_inhibitor
98,SN00738001,"97@0.04um, 183@0.21um, 145@1.04um, 705@5um",206.39301049318624,Nizatidine,H2_antagonist
99,SN00742830,"705@0.04um, 705@0.21um, 65@1.04um, 58@5um",208.05583298981233,GDC-0941,PI3K
100,SN00742879,"705@0.04um, 705@0.21um, 97@1.04um, 44@5um",214.6103491875269,R788_(Fostamatinib__FosD__tamatinib_fosdium),Syk
101,SN00742873,"705@0.04um, 705@0.21um, 119@1.04um, 39@5um",219.15301538265015,TG-46,JAK2
102,SN00735661,"429@0.04um, 705@0.21um, 157@1.04um, 50@5um",220.73897241011065,Niclosamide,Protonophoric_anthelmintic;_uncouples_oxidative_phosphorylation
103,SN00742848,"705@0.04um, 705@0.21um, 54@1.04um, 89@5um",221.07544104914138,GNE-493,Pan-PI3K
104,SN00750475,"705@0.04um, 705@0.21um, 64@1.04um, 77@5um",222.46527626776177,GSK1059615,"PI3K,_mTOR"
105,SN00734575,"99@0.04um, 60@0.21um, 705@1.04um, 586@5um",222.57085518612624,1-Deoxynojirimycin_hydrochloride,alpha-glucosidase_I-II_inhibitor
106,SN00737774,"37@0.04um, 210@0.21um, 450@1.04um, 705@5um",222.8207657452879,Cyanocobalamin,NA
107,SN00742874,"52@0.04um, 705@0.21um, 292@1.04um, 231@5um",222.9958716583527,SMI-4a,PIM
108,SN00756203,"705@0.04um, 705@0.21um, 111@1.04um, 46@5um",224.44749417081619,IMD_0354,Inhibitor_of_IKK-2
109,SN00750189,"53@0.04um, 99@0.21um, 705@1.04um, 705@5um",225.98120731193106,MK-2206,Akt
110,SN00750382,"705@0.04um, 705@0.21um, 123@1.04um, 43@5um",226.4320770039579,MGCD0103(Mocetinostat),HDAC
111,SN00755879,"26@0.04um, 211@0.21um, 705@1.04um, 705@5um",228.511735820588,8-Hydroxy-PIPAT_oxalate,High_affinity_5-HT1A_agonist
112,SN00736879,"705@0.04um, 705@0.21um, 52@1.04um, 106@5um",228.7820044606285,Monensin_sodium_salt,Performs_membrane_ionophores
113,SN00737978,"136@0.04um, 178@0.21um, 273@1.04um, 416@5um",228.98325368532844,Butylparaben,NA
114,SN00750281,"281@0.04um, 705@0.21um, 104@1.04um, 134@5um",229.22310635112513,AT9283,"Bcr-Abl,_JAK,_Aurora_Kinase"
115,SN00755784,"28@0.04um, 705@0.21um, 200@1.04um, 705@5um",229.6897236567465,Oxymetazoline_hydrochloride,alpha1A_agonist
116,SN00750335,"29@0.04um, 705@0.21um, 705@1.04um, 202@5um",232.29074151414198,TG100-115,PI3K
117,SN00737033,"46@0.04um, 209@0.21um, 430@1.04um, 705@5um",232.3487939805704,Xylometazoline_hydrochloride,Adrenergic_alpha-agonists
118,SN00738033,"43@0.04um, 137@0.21um, 705@1.04um, 705@5um",232.61719482341084,Fluticasone_propionate,Glucocorticoid_receptor_agonist
119,SN00750270,"705@0.04um, 705@0.21um, 80@1.04um, 74@5um",232.90294771409225,AP24534,"VEGFR,_FGFR,_PDGFR,_Flt"
120,SN00734499,"705@0.04um, 56@0.21um, 109@1.04um, 705@5um",234.69194800129253,Suramin_sodium_salt,"P2X,_P2Y"
121,SN00734719,"91@0.04um, 220@0.21um, 219@1.04um, 705@5um",235.78942655742227,Betaxolol_hydrochloride,Selective_beta1_adrenoceptor_antagonist
122,SN00755964,"318@0.04um, 79@0.21um, 705@1.04um, 187@5um",239.89502065917526,Cyclosporin_A,Calcineurin_inhibitor
123,SN00742875,"705@0.04um, 151@0.21um, 137@1.04um, 234@5um",241.69942777443308,R406,Syk
124,SN00735137,"88@0.04um, 264@0.21um, 211@1.04um, 705@5um",242.4596884778397,Alloxazine,Selective_A2b_adenosine_receptor_antagonist
125,SN00755915,"705@0.04um, 705@0.21um, 135@1.04um, 55@5um",246.47261508561078,Malonoben,Oxidative_phosphorylation_uncoupler
126,SN00750429,"705@0.04um, 705@0.21um, 93@1.04um, 83@5um",248.87703188831213,ABT-737,Bcl-2
127,SN00756495,"705@0.04um, 189@0.21um, 144@1.04um, 200@5um",248.89195110871694,Taxol,Promotes_assembly_and_inhibits_disassembly_of_microtubules
128,SN00742809,"705@0.04um, 705@0.21um, 85@1.04um, 92@5um",249.68718135660126,PF431396,PYK2
129,SN00756274,"705@0.04um, 130@0.21um, 61@1.04um, 705@5um",250.56064325372168,DAPT,gamma-secretase_inhibitor
130,SN00737957,"141@0.04um, 454@0.21um, 278@1.04um, 236@5um",254.57042118552837,Gabapentin,GABA_receptor_ligand
131,SN00737925,"705@0.04um, 705@0.21um, 705@1.04um, 12@5um",254.64617040489225,Cycloheximide,NA
132,SN00750324,"344@0.04um, 65@0.21um, 705@1.04um, 267@5um",254.7082690041051,Vinorelbine(Navelbine),p38_MAPK
133,SN00750258,"353@0.04um, 705@0.21um, 130@1.04um, 132@5um",255.63497759629584,Aurora_A_Inhibitor_I,Aurora_Kinase
134,SN00755611,"115@0.04um, 267@0.21um, 239@1.04um, 587@5um",256.1894704394613,"2,3-DCPE_hydrochloride",Selectively_induces_cancer_cell_apoptosis
135,SN00750460,"161@0.04um, 705@0.21um, 223@1.04um, 179@5um",259.443755233171,Telmisartan,RAAS
136,SN00755927,"107@0.04um, 354@0.21um, 170@1.04um, 705@5um",259.57105933748454,SCH_442416,"Very_selective,_high_affinity_A2A_antagonist"
137,SN00736877,"84@0.04um, 168@0.21um, 705@1.04um, 459@5um",259.9546513139969,Cefazolin_sodium_salt,Bacterial__transpeptidase_inhibitor
138,SN00734826,"35@0.04um, 705@0.21um, 705@1.04um, 263@5um",260.07613753567983,Raloxifene_hydrochloride,Estrogen_receptor_modulator;_anti-estrogenic_drug
139,SN00755890,"60@0.04um, 705@0.21um, 310@1.04um, 361@5um",262.3024310965288,GR_125487_sulfamate,"Potent,_selective_5-HT4_antagonist._Active_in_vivo"
140,SN00750255,"64@0.04um, 705@0.21um, 705@1.04um, 151@5um",263.2593403903972,GSK461364,PLK
141,SN00735062,"55@0.04um, 705@0.21um, 705@1.04um, 176@5um",263.36823776234576,7-Nitroindazole,Selective_inhibitor_of_brain_nitric_oxide_synthase
142,SN00734947,"705@0.04um, 705@0.21um, 705@1.04um, 14@5um",264.65118727788024,Sanguinarine_chloride,Inhibitor_of_Mg2+_and_Na+/K+-ATPase;_isolated_from_the_leaves_and_stems_of_Macleaya_cordata_and_microcarpa
143,SN00737287,"705@0.04um, 200@0.21um, 78@1.04um, 462@5um",266.9862667763684,Oxalamine_citrate_salt,NA
144,SN00737568,"47@0.04um, 219@0.21um, 705@1.04um, 705@5um",267.4422711571745,Fluocinolone_acetonide,NA
145,SN00750228,"69@0.04um, 705@0.21um, 150@1.04um, 705@5um",267.81176145111647,KW_2449,"Flt,_Abl,_Aurora_Kinase"
146,SN00750356,"705@0.04um, 705@0.21um, 102@1.04um, 102@5um",268.16039976103855,PD0325901,MEK
147,SN00734905,"705@0.04um, 75@0.21um, 705@1.04um, 140@5um",268.77686451779135,S-Methylisothiourea_hemisulfate,Selective_inducle_nitric_oxide_synthase_inhibitor
148,SN00756430,"705@0.04um, 368@0.21um, 84@1.04um, 240@5um",268.92542637381433,BW-B_70C,5-Lipoxygenase_inhibitor
149,SN00734476,"32@0.04um, 705@0.21um, 330@1.04um, 705@5um",269.160011412675,"CL_316,243",Beta3_adrenoceptor_agonist;_anti-obesity_agent
150,SN00737423,"109@0.04um, 705@0.21um, 238@1.04um, 290@5um",269.86567101115924,Doxofylline,phosphodiesterase_inhibitor
151,SN00742785,"705@0.04um, 122@0.21um, 89@1.04um, 705@5um",271.0391444795257,PD173955,BCR-ABL__c-Src
152,SN00755510,"73@0.04um, 308@0.21um, 705@1.04um, 350@5um",272.91831701868233,Vinblastine_sulfate,Disrupts_microtubules
153,SN00737920,"705@0.04um, 184@0.21um, 236@1.04um, 182@5um",273.21062370719767,Podophyllotoxin,NA
154,SN00734673,"94@0.04um, 417@0.21um, 202@1.04um, 705@5um",273.3386837436696,CP-93129_dihydrochloride_hydrate,CP-93129_is_a_potent_and_selective_5-HT1B_agonist
155,SN00755916,"705@0.04um, 705@0.21um, 705@1.04um, 16@5um",273.63511797111113,MG_132,Proteasome_and_calpain_inhibitor._Inhibits_NF-kappaB_activation
156,SN00735632,"705@0.04um, 102@0.21um, 112@1.04um, 705@5um",274.50427169281875,Flutamide,Non-steroidal_anti-androgen
157,SN00756357,"102@0.04um, 455@0.21um, 177@1.04um, 705@5um",275.86302103056175,ODQ,Selective_inhibitor_of_NO-sensitive_guanylyl_cyclase
158,SN00742769,"705@0.04um, 705@0.21um, 108@1.04um, 108@5um",275.93477490160603,BX795,PDK1_TBK1
159,SN00737985,"217@0.04um, 54@0.21um, 705@1.04um, 705@5um",276.2535908866863,Pindolol,Beta_adrenergic_antagonist
160,SN00737789,"41@0.04um, 705@0.21um, 705@1.04um, 286@5um",276.3007291173731,Ceforanide,NA
161,SN00756520,"705@0.04um, 272@0.21um, 181@1.04um, 178@5um",280.358772315898,PP_1,"Potent,_selective_Src_inhibitor"
162,SN00742878,"249@0.04um, 51@0.21um, 705@1.04um, 705@5um",281.86226614660603,GNE-490,pan-PI3K
163,SN00750386,"705@0.04um, 107@0.21um, 705@1.04um, 119@5um",282.0507398501353,CUDC-101,"HDAC,_EGFR,_HER2"
164,SN00755836,"116@0.04um, 111@0.21um, 705@1.04um, 705@5um",282.83933045480813,GBR_12935_dihydrochloride,Selective_dopamine_uptake_inhibitor
165,SN00755698,"242@0.04um, 120@0.21um, 488@1.04um, 454@5um",283.21618715188697,BRL_15572_hydrochloride,Selective_h5-HT1D_antagonist
166,SN00734907,"144@0.04um, 705@0.21um, 90@1.04um, 705@5um",283.29950055563717,Phenelzine_sulfate,Non-selective_MAO-A/B_inhibitor
167,SN00755663,"90@0.04um, 179@0.21um, 705@1.04um, 583@5um",285.25830876641356,PNU_37883_hydrochloride,Vascular_KATP_channel_blocker
168,SN00735268,"705@0.04um, 132@0.21um, 101@1.04um, 705@5um",285.31091380207727,Tetradecylthioacetic_acid,Peroxisome_proliferator-activated_receptor_(PPAR)-alpha_agonist
169,SN00750455,"705@0.04um, 265@0.21um, 148@1.04um, 243@5um",286.30289862229654,Enalaprilat,RAAS
170,SN00735654,"72@0.04um, 705@0.21um, 705@1.04um, 189@5um",286.7762184400857,Sulfaphenazole,Antibacterial;_inhibitor_of_cytochrome_P4502C_enzymes
171,SN00737739,"81@0.04um, 295@0.21um, 705@1.04um, 402@5um",286.8669732912947,Clopamide,Gonad_stimuling_agent
172,SN00750239,"705@0.04um, 105@0.21um, 705@1.04um, 130@5um",286.9972407378037,NVP-ADW742,IGF-1R
173,SN00735167,"313@0.04um, 413@0.21um, 75@1.04um, 705@5um",287.5320047647156,Tyrphostin_AG_112,Protein_tyrosine_kinase_inhibitor
174,SN00742761,"705@0.04um, 705@0.21um, 163@1.04um, 85@5um",288.06877846253013,PD0325901,MEK
175,SN00750273,"705@0.04um, 705@0.21um, 116@1.04um, 121@5um",289.00502791241564,AZD0530(Saracatinib),"SRC,_Abl"
176,SN00750190,"705@0.04um, 705@0.21um, 87@1.04um, 163@5um",289.74855097882715,PIK-75_Hydrochloride,"PI3K,_DNA-PK"
177,SN00737405,"54@0.04um, 705@0.21um, 264@1.04um, 705@5um",290.1308966298144,Meticrane,"Na+_channel_blocker,_Anhydrase_carbonic_inhibitor"
178,SN00755626,"67@0.04um, 705@0.21um, 214@1.04um, 705@5um",290.5472053548437,Procaterol_hydrochloride,Potent_beta2_agonist
179,SN00734881,"33@0.04um, 435@0.21um, 705@1.04um, 705@5um",290.63328967418386,(±)-8-Hydroxy-DPAT_hydrobromide,Selective_5-HT1A_serotonin_receptor_agonist
180,SN00735441,"110@0.04um, 131@0.21um, 705@1.04um, 705@5um",290.91127496531243,R(-)-N6-(2-Phenylisopropyl)adenosine,A1_Adenosine_receptor_agonist
181,SN00750285,"705@0.04um, 278@0.21um, 81@1.04um, 453@5um",291.2086583323267,R406(free_base),Syk
182,SN00734998,"260@0.04um, 58@0.21um, 705@1.04um, 705@5um",294.2353807450242,Neostigmine_bromide,Reversible_acetylcholinesterase_inhibitor
183,SN00750162,"705@0.04um, 705@0.21um, 168@1.04um, 90@5um",294.4303032638084,ENMD-2076,"Flt,_Aurora_Kinase,_Src,__VEGFR"
184,SN00737475,"189@0.04um, 169@0.21um, 705@1.04um, 336@5um",294.9301867328075,Bifonazole,NA
185,SN00737378,"705@0.04um, 158@0.21um, 98@1.04um, 705@5um",296.1865609694418,Oxyphenbutazone,Cyclooxygenase_inhibitor
186,SN00734635,"172@0.04um, 705@0.21um, 139@1.04um, 463@5um",297.2202114365097,Bupropion_hydrochloride,Selective_dopamine_reuptake_inhibitor;_antidepressant
187,SN00738025,"705@0.04um, 139@0.21um, 307@1.04um, 262@5um",297.9620104962743,Roxarsone,NA
188,SN00756157,"705@0.04um, 43@0.21um, 372@1.04um, 705@5um",298.605228171276,SB_221284,"Potent,_selective_5-HT2C/2B_antagonist"
189,SN00750478,"705@0.04um, 312@0.21um, 250@1.04um, 145@5um",298.8222493172091,AEE788,"EGFR,_HER1/2,_VEGFR,_FGFR"
190,SN00742863,"705@0.04um, 705@0.21um, 705@1.04um, 23@5um",299.6220676854296,Merck-22-6,AKT
191,SN00735356,"77@0.04um, 396@0.21um, 375@1.04um, 705@5um",299.64123194033965,Linezolid,"Linezolid_is_an_oxazolidinine_antimicrobial_Linezolin_is_a_weak,_reversible,_nonselective_inhibitor_of_monoamine_oxidase_Linezolid_binds_to_a_site_on_the_bacterial_23S_ribosomal_RNA_of_the_50S_subunit_and_prevents_the_formation_of_a_functional_70"
192,SN00735129,"120@0.04um, 705@0.21um, 279@1.04um, 343@5um",299.96264302286056,"(±)-3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine",L-aromatic_amino_acid_decarboxylase_inhibitor;_antihypertensive
193,SN00742762,"705@0.04um, 705@0.21um, 110@1.04um, 149@5um",300.42723232924646,PIK-75,PI3K
194,SN00737551,"705@0.04um, 705@0.21um, 705@1.04um, 24@5um",302.8270376536932,Terfenadine,H1_antagonist
195,SN00734861,"25@0.04um, 705@0.21um, 705@1.04um, 682@5um",303.4070405301502,Cyproheptadine_hydrochloride,5-HT2_serotonin_receptor_antagonist
196,SN00755530,"705@0.04um, 59@0.21um, 705@1.04um, 289@5um",303.4114892158919,SKF_83566_hydrobromide,"Potent,_selective_D1-like_antagonist"
